"V1","V3","V4"
"GO:0030014","CCR4-NOT complex","GO:0005575","cellular component"
"GO:0030173","integral component of Golgi membrane","GO:0005575","cellular component"
"GO:0000783","nuclear telomere cap complex","GO:0005575","cellular component"
"GO:0031519","PcG protein complex","GO:0005575","cellular component"
"GO:0097228","sperm principal piece","GO:0005575","cellular component"
"GO:0000813","ESCRT I complex","GO:0005575","cellular component"
"GO:0071007","U2-type catalytic step 2 spliceosome","GO:0005575","cellular component"
"GO:0000243","commitment complex","GO:0005575","cellular component"
"GO:0071010","prespliceosome","GO:0005575","cellular component"
"GO:0020005","symbiont-containing vacuole membrane","GO:0005575","cellular component"
"GO:0005658","alpha DNA polymerase:primase complex","GO:0005575","cellular component"
"GO:0031941","filamentous actin","GO:0005575","cellular component"
"GO:0033588","Elongator holoenzyme complex","GO:0005575","cellular component"
"GO:0008023","transcription elongation factor complex","GO:0005575","cellular component"
"GO:0101031","chaperone complex","GO:0005575","cellular component"
"GO:0044754","autolysosome","GO:0005575","cellular component"
"GO:1990907","beta-catenin-TCF complex","GO:0005575","cellular component"
"GO:0016272","prefoldin complex","GO:0005575","cellular component"
"GO:0033179","proton-transporting V-type ATPase, V0 domain","GO:0005575","cellular component"
"GO:0005662","DNA replication factor A complex","GO:0005575","cellular component"
"GO:0042567","insulin-like growth factor ternary complex","GO:0005575","cellular component"
"GO:0072558","NLRP1 inflammasome complex","GO:0005575","cellular component"
"GO:0072559","NLRP3 inflammasome complex","GO:0005575","cellular component"
"GO:0097169","AIM2 inflammasome complex","GO:0005575","cellular component"
"GO:0044291","cell-cell contact zone","GO:0005575","cellular component"
"GO:0043034","costamere","GO:0005575","cellular component"
"GO:0000791","euchromatin","GO:0005575","cellular component"
"GO:0031264","death-inducing signaling complex","GO:0005575","cellular component"
"GO:0031265","CD95 death-inducing signaling complex","GO:0005575","cellular component"
"GO:0034705","potassium channel complex","GO:0005575","cellular component"
"GO:0030016","myofibril","GO:0005575","cellular component"
"GO:0036157","outer dynein arm","GO:0005575","cellular component"
"GO:0089701","U2AF","GO:0005575","cellular component"
"GO:0097546","ciliary base","GO:0005575","cellular component"
"GO:0071564","npBAF complex","GO:0005575","cellular component"
"GO:0032982","myosin filament","GO:0005575","cellular component"
"GO:0005859","muscle myosin complex","GO:0005575","cellular component"
"GO:0030688","preribosome, small subunit precursor","GO:0005575","cellular component"
"GO:0000801","central element","GO:0005575","cellular component"
"GO:0034451","centriolar satellite","GO:0005575","cellular component"
"GO:0042622","photoreceptor outer segment membrane","GO:0005575","cellular component"
"GO:0035686","sperm fibrous sheath","GO:0005575","cellular component"
"GO:0005865","striated muscle thin filament","GO:0005575","cellular component"
"GO:0031362","anchored component of external side of plasma membrane","GO:0005575","cellular component"
"GO:0046696","lipopolysaccharide receptor complex","GO:0005575","cellular component"
"GO:0002080","acrosomal membrane","GO:0005575","cellular component"
"GO:0012507","ER to Golgi transport vesicle membrane","GO:0005575","cellular component"
"GO:0090575","RNA polymerase II transcription factor complex","GO:0005575","cellular component"
"GO:0005684","U2-type spliceosomal complex","GO:0005575","cellular component"
"GO:0032809","neuronal cell body membrane","GO:0005575","cellular component"
"GO:0005640","nuclear outer membrane","GO:0005575","cellular component"
"GO:0005849","mRNA cleavage factor complex","GO:0005575","cellular component"
"GO:0034774","secretory granule lumen","GO:0005575","cellular component"
"GO:0072357","PTW/PP1 phosphatase complex","GO:0005575","cellular component"
"GO:0097025","MPP7-DLG1-LIN7 complex","GO:0005575","cellular component"
"GO:0000347","THO complex","GO:0005575","cellular component"
"GO:0000445","THO complex part of transcription export complex","GO:0005575","cellular component"
"GO:0000812","Swr1 complex","GO:0005575","cellular component"
"GO:0061700","GATOR2 complex","GO:0005575","cellular component"
"GO:0031080","nuclear pore outer ring","GO:0005575","cellular component"
"GO:0032281","AMPA glutamate receptor complex","GO:0005575","cellular component"
"GO:0071203","WASH complex","GO:0005575","cellular component"
"GO:0097225","sperm midpiece","GO:0005575","cellular component"
"GO:0005797","Golgi medial cisterna","GO:0005575","cellular component"
"GO:0031258","lamellipodium membrane","GO:0005575","cellular component"
"GO:0031313","extrinsic component of endosome membrane","GO:0005575","cellular component"
"GO:0005883","neurofilament","GO:0005575","cellular component"
"GO:0016327","apicolateral plasma membrane","GO:0005575","cellular component"
"GO:0016589","NURF complex","GO:0005575","cellular component"
"GO:0005657","replication fork","GO:0005575","cellular component"
"GO:0033063","Rad51B-Rad51C-Rad51D-XRCC2 complex","GO:0005575","cellular component"
"GO:0046658","anchored component of plasma membrane","GO:0005575","cellular component"
"GO:0031428","box C/D snoRNP complex","GO:0005575","cellular component"
"GO:0044232","organelle membrane contact site","GO:0005575","cellular component"
"GO:0005642","annulate lamellae","GO:0005575","cellular component"
"GO:0072669","tRNA-splicing ligase complex","GO:0005575","cellular component"
"GO:0014731","spectrin-associated cytoskeleton","GO:0005575","cellular component"
"GO:0030863","cortical cytoskeleton","GO:0005575","cellular component"
"GO:0031253","cell projection membrane","GO:0005575","cellular component"
"GO:0035658","Mon1-Ccz1 complex","GO:0005575","cellular component"
"GO:0005742","mitochondrial outer membrane translocase complex","GO:0005575","cellular component"
"GO:0008541","proteasome regulatory particle, lid subcomplex","GO:0005575","cellular component"
"GO:0005697","telomerase holoenzyme complex","GO:0005575","cellular component"
"GO:0071204","histone pre-mRNA 3'end processing complex","GO:0005575","cellular component"
"GO:0070552","BRISC complex","GO:0005575","cellular component"
"GO:0071565","nBAF complex","GO:0005575","cellular component"
"GO:0071458","integral component of cytoplasmic side of endoplasmic reticulum membrane","GO:0005575","cellular component"
"GO:0071556","integral component of lumenal side of endoplasmic reticulum membrane","GO:0005575","cellular component"
"GO:0005858","axonemal dynein complex","GO:0005575","cellular component"
"GO:0035976","transcription factor AP-1 complex","GO:0005575","cellular component"
"GO:0008328","ionotropic glutamate receptor complex","GO:0005575","cellular component"
"GO:0030870","Mre11 complex","GO:0005575","cellular component"
"GO:0070187","shelterin complex","GO:0005575","cellular component"
"GO:0070695","FHF complex","GO:0005575","cellular component"
"GO:0005845","mRNA cap binding complex","GO:0005575","cellular component"
"GO:0012506","vesicle membrane","GO:0005575","cellular component"
"GO:0008024","cyclin/CDK positive transcription elongation factor complex","GO:0005575","cellular component"
"GO:0034702","ion channel complex","GO:0005575","cellular component"
"GO:0043227","membrane-bounded organelle","GO:0005575","cellular component"
"GO:0030289","protein phosphatase 4 complex","GO:0005575","cellular component"
"GO:0036038","MKS complex","GO:0005575","cellular component"
"GO:1990023","mitotic spindle midzone","GO:0005575","cellular component"
"GO:0017146","NMDA selective glutamate receptor complex","GO:0005575","cellular component"
"GO:0032590","dendrite membrane","GO:0005575","cellular component"
"GO:0043083","synaptic cleft","GO:0005575","cellular component"
"GO:0060171","stereocilium membrane","GO:0005575","cellular component"
"GO:0031390","Ctf18 RFC-like complex","GO:0005575","cellular component"
"GO:0035327","transcriptionally active chromatin","GO:0005575","cellular component"
"GO:0035363","histone locus body","GO:0005575","cellular component"
"GO:0097197","tetraspanin-enriched microdomain","GO:0005575","cellular component"
"GO:0033180","proton-transporting V-type ATPase, V1 domain","GO:0005575","cellular component"
"GO:0070545","PeBoW complex","GO:0005575","cellular component"
"GO:0071547","piP-body","GO:0005575","cellular component"
"GO:0030867","rough endoplasmic reticulum membrane","GO:0005575","cellular component"
"GO:1990712","HFE-transferrin receptor complex","GO:0005575","cellular component"
"GO:0098797","plasma membrane protein complex","GO:0005575","cellular component"
"GO:0016581","NuRD complex","GO:0005575","cellular component"
"GO:0033391","chromatoid body","GO:0005575","cellular component"
"GO:0071546","pi-body","GO:0005575","cellular component"
"GO:0005638","lamin filament","GO:0005575","cellular component"
"GO:0005795","Golgi stack","GO:0005575","cellular component"
"GO:0016514","SWI/SNF complex","GO:0005575","cellular component"
"GO:0042555","MCM complex","GO:0005575","cellular component"
"GO:0000220","vacuolar proton-transporting V-type ATPase, V0 domain","GO:0005575","cellular component"
"GO:0016471","vacuolar proton-transporting V-type ATPase complex","GO:0005575","cellular component"
"GO:1990454","L-type voltage-gated calcium channel complex","GO:0005575","cellular component"
"GO:0005677","chromatin silencing complex","GO:0005575","cellular component"
"GO:0045261","proton-transporting ATP synthase complex, catalytic core F(1)","GO:0005575","cellular component"
"GO:0000275","mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)","GO:0005575","cellular component"
"GO:0140007","KICSTOR complex","GO:0005575","cellular component"
"GO:0000779","condensed chromosome, centromeric region","GO:0005575","cellular component"
"GO:0070847","core mediator complex","GO:0005575","cellular component"
"GO:0032584","growth cone membrane","GO:0005575","cellular component"
"GO:0033162","melanosome membrane","GO:0005575","cellular component"
"GO:0043292","contractile fiber","GO:0005575","cellular component"
"GO:0097512","cardiac myofibril","GO:0005575","cellular component"
"GO:0097729","9+2 motile cilium","GO:0005575","cellular component"
"GO:0031301","integral component of organelle membrane","GO:0005575","cellular component"
"GO:0036449","microtubule minus-end","GO:0005575","cellular component"
"GO:0042641","actomyosin","GO:0005575","cellular component"
"GO:0005916","fascia adherens","GO:0005575","cellular component"
"GO:0030057","desmosome","GO:0005575","cellular component"
"GO:0097427","microtubule bundle","GO:0005575","cellular component"
"GO:0008282","inward rectifying potassium channel","GO:0005575","cellular component"
"GO:0016459","myosin complex","GO:0005575","cellular component"
"GO:0017071","intracellular cyclic nucleotide activated cation channel complex","GO:0005575","cellular component"
"GO:1990130","GATOR1 complex","GO:0005575","cellular component"
"GO:1990909","Wnt signalosome","GO:0005575","cellular component"
"GO:0005726","perichromatin fibrils","GO:0005575","cellular component"
"GO:0070937","CRD-mediated mRNA stability complex","GO:0005575","cellular component"
"GO:0097165","nuclear stress granule","GO:0005575","cellular component"
"GO:0032591","dendritic spine membrane","GO:0005575","cellular component"
"GO:0000796","condensin complex","GO:0005575","cellular component"
"GO:0005952","cAMP-dependent protein kinase complex","GO:0005575","cellular component"
"GO:0022626","cytosolic ribosome","GO:0005575","cellular component"
"GO:0005956","protein kinase CK2 complex","GO:0005575","cellular component"
"GO:0097524","sperm plasma membrane","GO:0005575","cellular component"
"GO:0000788","nuclear nucleosome","GO:0005575","cellular component"
"GO:0071012","catalytic step 1 spliceosome","GO:0005575","cellular component"
"GO:0043596","nuclear replication fork","GO:0005575","cellular component"
"GO:0001652","granular component","GO:0005575","cellular component"
"GO:1903561","extracellular vesicle","GO:0005575","cellular component"
"GO:0016460","myosin II complex","GO:0005575","cellular component"
"GO:0044327","dendritic spine head","GO:0005575","cellular component"
"GO:0097542","ciliary tip","GO:0005575","cellular component"
"GO:0001673","male germ cell nucleus","GO:0005575","cellular component"
"GO:0061702","inflammasome complex","GO:0005575","cellular component"
"GO:0005828","kinetochore microtubule","GO:0005575","cellular component"
"GO:0000444","MIS12/MIND type complex","GO:0005575","cellular component"
"GO:0042101","T cell receptor complex","GO:0005575","cellular component"
"GO:0031105","septin complex","GO:0005575","cellular component"
"GO:0001741","XY body","GO:0005575","cellular component"
"GO:0000805","X chromosome","GO:0005575","cellular component"
"GO:0034362","low-density lipoprotein particle","GO:0005575","cellular component"
"GO:0042627","chylomicron","GO:0005575","cellular component"
"GO:0043296","apical junction complex","GO:0005575","cellular component"
"GO:0032797","SMN complex","GO:0005575","cellular component"
"GO:1990391","DNA repair complex","GO:0005575","cellular component"
"GO:0097708","intracellular vesicle","GO:0005575","cellular component"
"GO:0000923","equatorial microtubule organizing center","GO:0005575","cellular component"
"GO:0031315","extrinsic component of mitochondrial outer membrane","GO:0005575","cellular component"
"GO:0016461","unconventional myosin complex","GO:0005575","cellular component"
"GO:0030061","mitochondrial crista","GO:0005575","cellular component"
"GO:0071598","neuronal ribonucleoprotein granule","GO:0005575","cellular component"
"GO:0070531","BRCA1-A complex","GO:0005575","cellular component"
"GO:0031985","Golgi cisterna","GO:0005575","cellular component"
"GO:0097539","ciliary transition fiber","GO:0005575","cellular component"
"GO:0005587","collagen type IV trimer","GO:0005575","cellular component"
"GO:0000109","nucleotide-excision repair complex","GO:0005575","cellular component"
"GO:0005861","troponin complex","GO:0005575","cellular component"
"GO:0032280","symmetric synapse","GO:0005575","cellular component"
"GO:0031528","microvillus membrane","GO:0005575","cellular component"
"GO:0032983","kainate selective glutamate receptor complex","GO:0005575","cellular component"
"GO:0000137","Golgi cis cisterna","GO:0005575","cellular component"
"GO:0042719","mitochondrial intermembrane space protein transporter complex","GO:0005575","cellular component"
"GO:0035631","CD40 receptor complex","GO:0005575","cellular component"
"GO:0000138","Golgi trans cisterna","GO:0005575","cellular component"
"GO:0005890","sodium:potassium-exchanging ATPase complex","GO:0005575","cellular component"
"GO:0042105","alpha-beta T cell receptor complex","GO:0005575","cellular component"
"GO:0046581","intercellular canaliculus","GO:0005575","cellular component"
"GO:0016012","sarcoglycan complex","GO:0005575","cellular component"
"GO:0016011","dystroglycan complex","GO:0005575","cellular component"
"GO:0036057","slit diaphragm","GO:0005575","cellular component"
"GO:0042612","MHC class I protein complex","GO:0005575","cellular component"
"GO:0044326","dendritic spine neck","GO:0005575","cellular component"
"GO:0071001","U4/U6 snRNP","GO:0005575","cellular component"
"GO:0032279","asymmetric synapse","GO:0005575","cellular component"
"GO:0099055","integral component of postsynaptic membrane","GO:0005575","cellular component"
"GO:0000127","transcription factor TFIIIC complex","GO:0005575","cellular component"
"GO:1990124","messenger ribonucleoprotein complex","GO:0005575","cellular component"
"GO:0008278","cohesin complex","GO:0005575","cellular component"
"GO:1990696","USH2 complex","GO:0005575","cellular component"
"GO:0002142","stereocilia ankle link complex","GO:0005575","cellular component"
"GO:1902494","catalytic complex","GO:0005575","cellular component"
"GO:0001739","sex chromatin","GO:0005575","cellular component"
"GO:0042629","mast cell granule","GO:0005575","cellular component"
"GO:0030992","intraciliary transport particle B","GO:0005575","cellular component"
"GO:0001518","voltage-gated sodium channel complex","GO:0005575","cellular component"
"GO:0071014","post-mRNA release spliceosomal complex","GO:0005575","cellular component"
"GO:0005688","U6 snRNP","GO:0005575","cellular component"
"GO:0000815","ESCRT III complex","GO:0005575","cellular component"
"GO:0005955","calcineurin complex","GO:0005575","cellular component"
"GO:0031021","interphase microtubule organizing center","GO:0005575","cellular component"
"GO:0042406","extrinsic component of endoplasmic reticulum membrane","GO:0005575","cellular component"
"GO:0005850","eukaryotic translation initiation factor 2 complex","GO:0005575","cellular component"
"GO:0001940","male pronucleus","GO:0005575","cellular component"
"GO:1990393","3M complex","GO:0005575","cellular component"
"GO:0030478","actin cap","GO:0005575","cellular component"
"GO:0030868","smooth endoplasmic reticulum membrane","GO:0005575","cellular component"
"GO:0008274","gamma-tubulin ring complex","GO:0005575","cellular component"
"GO:0043020","NADPH oxidase complex","GO:0005575","cellular component"
"GO:0031314","extrinsic component of mitochondrial inner membrane","GO:0005575","cellular component"
"GO:0016442","RISC complex","GO:0005575","cellular component"
"GO:0044530","supraspliceosomal complex","GO:0005575","cellular component"
"GO:0016602","CCAAT-binding factor complex","GO:0005575","cellular component"
"GO:0001740","Barr body","GO:0005575","cellular component"
"GO:0032432","actin filament bundle","GO:0005575","cellular component"
"GO:0097361","CIA complex","GO:0005575","cellular component"
"GO:0071817","MMXD complex","GO:0005575","cellular component"
"GO:0042382","paraspeckles","GO:0005575","cellular component"
"GO:0000214","tRNA-intron endonuclease complex","GO:0005575","cellular component"
"GO:0005757","mitochondrial permeability transition pore complex","GO:0005575","cellular component"
"GO:0034271","phosphatidylinositol 3-kinase complex, class III, type I","GO:0005575","cellular component"
"GO:0034272","phosphatidylinositol 3-kinase complex, class III, type II","GO:0005575","cellular component"
"GO:0035032","phosphatidylinositol 3-kinase complex, class III","GO:0005575","cellular component"
"GO:0005862","muscle thin filament tropomyosin","GO:0005575","cellular component"
"GO:0044611","nuclear pore inner ring","GO:0005575","cellular component"
"GO:1990726","Lsm1-7-Pat1 complex","GO:0005575","cellular component"
"GO:0031429","box H/ACA snoRNP complex","GO:0005575","cellular component"
"GO:0043240","Fanconi anaemia nuclear complex","GO:0005575","cellular component"
"GO:0060205","cytoplasmic vesicle lumen","GO:0005575","cellular component"
"GO:0030915","Smc5-Smc6 complex","GO:0005575","cellular component"
"GO:1902710","GABA receptor complex","GO:0005575","cellular component"
"GO:0000120","RNA polymerase I transcription factor complex","GO:0005575","cellular component"
"GO:0030314","junctional membrane complex","GO:0005575","cellular component"
"GO:0097136","Bcl-2 family protein complex","GO:0005575","cellular component"
"GO:0005879","axonemal microtubule","GO:0005575","cellular component"
"GO:0035867","alphav-beta3 integrin-IGF-1-IGF1R complex","GO:0005575","cellular component"
"GO:1990357","terminal web","GO:0005575","cellular component"
"GO:0061689","tricellular tight junction","GO:0005575","cellular component"
"GO:0033553","rDNA heterochromatin","GO:0005575","cellular component"
"GO:0034366","spherical high-density lipoprotein particle","GO:0005575","cellular component"
"GO:0090661","box H/ACA telomerase RNP complex","GO:0005575","cellular component"
"GO:0070765","gamma-secretase complex","GO:0005575","cellular component"
"GO:1902711","GABA-A receptor complex","GO:0005575","cellular component"
"GO:0030877","beta-catenin destruction complex","GO:0005575","cellular component"
"GO:0045252","oxoglutarate dehydrogenase complex","GO:0005575","cellular component"
"GO:0097227","sperm annulus","GO:0005575","cellular component"
"GO:0030532","small nuclear ribonucleoprotein complex","GO:0005575","cellular component"
"GO:0031618","nuclear pericentric heterochromatin","GO:0005575","cellular component"
"GO:0035061","interchromatin granule","GO:0005575","cellular component"
"GO:0097504","Gemini of coiled bodies","GO:0005575","cellular component"
"GO:0042584","chromaffin granule membrane","GO:0005575","cellular component"
"GO:0005851","eukaryotic translation initiation factor 2B complex","GO:0005575","cellular component"
"GO:0030015","CCR4-NOT core complex","GO:0005575","cellular component"
"GO:0099061","integral component of postsynaptic density membrane","GO:0005575","cellular component"
"GO:0097224","sperm connecting piece","GO:0005575","cellular component"
"GO:0031983","vesicle lumen","GO:0005575","cellular component"
"GO:0034363","intermediate-density lipoprotein particle","GO:0005575","cellular component"
"GO:0044194","cytolytic granule","GO:0005575","cellular component"
"GO:0005663","DNA replication factor C complex","GO:0005575","cellular component"
"GO:1990745","EARP complex","GO:0005575","cellular component"
"GO:0032437","cuticular plate","GO:0005575","cellular component"
"GO:0005672","transcription factor TFIIA complex","GO:0005575","cellular component"
"GO:0031838","haptoglobin-hemoglobin complex","GO:0005575","cellular component"
"GO:0005833","hemoglobin complex","GO:0005575","cellular component"
"GO:0008537","proteasome activator complex","GO:0005575","cellular component"
"GO:0070522","ERCC4-ERCC1 complex","GO:0005575","cellular component"
"GO:0007595","lactation","GO:0006810","transport"
"GO:0050702","interleukin-1 beta secretion","GO:0006810","transport"
"GO:0045056","transcytosis","GO:0006810","transport"
"GO:0006909","phagocytosis","GO:0006810","transport"
"GO:0098656","anion transmembrane transport","GO:0006810","transport"
"GO:0015698","inorganic anion transport","GO:0006810","transport"
"GO:0015747","urate transport","GO:0006810","transport"
"GO:0043252","sodium-independent organic anion transport","GO:0006810","transport"
"GO:0006820","anion transport","GO:0006810","transport"
"GO:0015711","organic anion transport","GO:0006810","transport"
"GO:0001821","histamine secretion","GO:0006810","transport"
"GO:0030073","insulin secretion","GO:0006810","transport"
"GO:0009306","protein secretion","GO:0006810","transport"
"GO:0006611","protein export from nucleus","GO:0006810","transport"
"GO:0031623","receptor internalization","GO:0006810","transport"
"GO:0070509","calcium ion import","GO:0006810","transport"
"GO:0036444","calcium import into the mitochondrion","GO:0006810","transport"
"GO:0006851","mitochondrial calcium ion transmembrane transport","GO:0006810","transport"
"GO:1990126","retrograde transport, endosome to plasma membrane","GO:0006810","transport"
"GO:1901642","nucleoside transmembrane transport","GO:0006810","transport"
"GO:0098967","exocytic insertion of neurotransmitter receptor to postsynaptic membrane","GO:0006810","transport"
"GO:0006836","neurotransmitter transport","GO:0006810","transport"
"GO:0048791","calcium ion-regulated exocytosis of neurotransmitter","GO:0006810","transport"
"GO:0016079","synaptic vesicle exocytosis","GO:0006810","transport"
"GO:0048488","synaptic vesicle endocytosis","GO:0006810","transport"
"GO:0030301","cholesterol transport","GO:0006810","transport"
"GO:0043691","reverse cholesterol transport","GO:0006810","transport"
"GO:0006622","protein targeting to lysosome","GO:0006810","transport"
"GO:0006829","zinc ion transport","GO:0006810","transport"
"GO:0016197","endosomal transport","GO:0006810","transport"
"GO:0035773","insulin secretion involved in cellular response to glucose stimulus","GO:0006810","transport"
"GO:0045055","regulated exocytosis","GO:0006810","transport"
"GO:1901998","toxin transport","GO:0006810","transport"
"GO:0030001","metal ion transport","GO:0006810","transport"
"GO:0071577","zinc ion transmembrane transport","GO:0006810","transport"
"GO:0014047","glutamate secretion","GO:0006810","transport"
"GO:0043277","apoptotic cell clearance","GO:0006810","transport"
"GO:0008333","endosome to lysosome transport","GO:0006810","transport"
"GO:1902774","late endosome to lysosome transport","GO:0006810","transport"
"GO:0006607","NLS-bearing protein import into nucleus","GO:0006810","transport"
"GO:0072643","interferon-gamma secretion","GO:0006810","transport"
"GO:0006406","mRNA export from nucleus","GO:0006810","transport"
"GO:0015705","iodide transport","GO:0006810","transport"
"GO:0015812","gamma-aminobutyric acid transport","GO:0006810","transport"
"GO:0015816","glycine transport","GO:0006810","transport"
"GO:0002115","store-operated calcium entry","GO:0006810","transport"
"GO:0070574","cadmium ion transmembrane transport","GO:0006810","transport"
"GO:0071578","zinc ion import across plasma membrane","GO:0006810","transport"
"GO:0006833","water transport","GO:0006810","transport"
"GO:0015840","urea transport","GO:0006810","transport"
"GO:0015701","bicarbonate transport","GO:0006810","transport"
"GO:0071985","multivesicular body sorting pathway","GO:0006810","transport"
"GO:0043328","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","GO:0006810","transport"
"GO:0006839","mitochondrial transport","GO:0006810","transport"
"GO:0015813","L-glutamate transmembrane transport","GO:0006810","transport"
"GO:0006626","protein targeting to mitochondrion","GO:0006810","transport"
"GO:0045046","protein import into peroxisome membrane","GO:0006810","transport"
"GO:0016558","protein import into peroxisome matrix","GO:0006810","transport"
"GO:0043001","Golgi to plasma membrane protein transport","GO:0006810","transport"
"GO:0033572","transferrin transport","GO:0006810","transport"
"GO:0048193","Golgi vesicle transport","GO:0006810","transport"
"GO:0090160","Golgi to lysosome transport","GO:0006810","transport"
"GO:0006891","intra-Golgi vesicle-mediated transport","GO:0006810","transport"
"GO:0006865","amino acid transport","GO:0006810","transport"
"GO:0035524","proline transmembrane transport","GO:0006810","transport"
"GO:0015697","quaternary ammonium group transport","GO:0006810","transport"
"GO:0071806","protein transmembrane transport","GO:0006810","transport"
"GO:0072488","ammonium transmembrane transport","GO:0006810","transport"
"GO:0030321","transepithelial chloride transport","GO:0006810","transport"
"GO:0015914","phospholipid transport","GO:0006810","transport"
"GO:0014051","gamma-aminobutyric acid secretion","GO:0006810","transport"
"GO:0036376","sodium ion export across plasma membrane","GO:0006810","transport"
"GO:0098719","sodium ion import across plasma membrane","GO:0006810","transport"
"GO:0030150","protein import into mitochondrial matrix","GO:0006810","transport"
"GO:0015858","nucleoside transport","GO:0006810","transport"
"GO:0006855","drug transmembrane transport","GO:0006810","transport"
"GO:0010248","establishment or maintenance of transmembrane electrochemical gradient","GO:0006810","transport"
"GO:0015695","organic cation transport","GO:0006810","transport"
"GO:0015872","dopamine transport","GO:0006810","transport"
"GO:0032509","endosome transport via multivesicular body sorting pathway","GO:0006810","transport"
"GO:0007034","vacuolar transport","GO:0006810","transport"
"GO:0002374","cytokine secretion involved in immune response","GO:0006810","transport"
"GO:0015871","choline transport","GO:0006810","transport"
"GO:0006826","iron ion transport","GO:0006810","transport"
"GO:0032456","endocytic recycling","GO:0006810","transport"
"GO:0006612","protein targeting to membrane","GO:0006810","transport"
"GO:0015867","ATP transport","GO:0006810","transport"
"GO:0006405","RNA export from nucleus","GO:0006810","transport"
"GO:0015842","aminergic neurotransmitter loading into synaptic vesicle","GO:0006810","transport"
"GO:0015893","drug transport","GO:0006810","transport"
"GO:0015760","glucose-6-phosphate transport","GO:0006810","transport"
"GO:0035435","phosphate ion transmembrane transport","GO:0006810","transport"
"GO:0008643","carbohydrate transport","GO:0006810","transport"
"GO:0034197","triglyceride transport","GO:0006810","transport"
"GO:0006605","protein targeting","GO:0006810","transport"
"GO:0098655","cation transmembrane transport","GO:0006810","transport"
"GO:0006895","Golgi to endosome transport","GO:0006810","transport"
"GO:1903830","magnesium ion transmembrane transport","GO:0006810","transport"
"GO:0015693","magnesium ion transport","GO:0006810","transport"
"GO:0016973","poly(A)+ mRNA export from nucleus","GO:0006810","transport"
"GO:1990034","calcium ion export across plasma membrane","GO:0006810","transport"
"GO:1904659","glucose transmembrane transport","GO:0006810","transport"
"GO:0006892","post-Golgi vesicle-mediated transport","GO:0006810","transport"
"GO:0050482","arachidonic acid secretion","GO:0006810","transport"
"GO:0045332","phospholipid translocation","GO:0006810","transport"
"GO:0034498","early endosome to Golgi transport","GO:0006810","transport"
"GO:0071421","manganese ion transmembrane transport","GO:0006810","transport"
"GO:0006828","manganese ion transport","GO:0006810","transport"
"GO:0071918","urea transmembrane transport","GO:0006810","transport"
"GO:0030299","intestinal cholesterol absorption","GO:0006810","transport"
"GO:0015833","peptide transport","GO:0006810","transport"
"GO:0006623","protein targeting to vacuole","GO:0006810","transport"
"GO:0033344","cholesterol efflux","GO:0006810","transport"
"GO:0072584","caveolin-mediated endocytosis","GO:0006810","transport"
"GO:0015721","bile acid and bile salt transport","GO:0006810","transport"
"GO:0008272","sulfate transport","GO:0006810","transport"
"GO:1902358","sulfate transmembrane transport","GO:0006810","transport"
"GO:0019532","oxalate transport","GO:0006810","transport"
"GO:0003333","amino acid transmembrane transport","GO:0006810","transport"
"GO:0015824","proline transport","GO:0006810","transport"
"GO:0015804","neutral amino acid transport","GO:0006810","transport"
"GO:0015807","L-amino acid transport","GO:0006810","transport"
"GO:1902475","L-alpha-amino acid transmembrane transport","GO:0006810","transport"
"GO:0015810","aspartate transmembrane transport","GO:0006810","transport"
"GO:0032367","intracellular cholesterol transport","GO:0006810","transport"
"GO:0006817","phosphate ion transport","GO:0006810","transport"
"GO:0015718","monocarboxylic acid transport","GO:0006810","transport"
"GO:0045047","protein targeting to ER","GO:0006810","transport"
"GO:0072583","clathrin-dependent endocytosis","GO:0006810","transport"
"GO:0046323","glucose import","GO:0006810","transport"
"GO:0006825","copper ion transport","GO:0006810","transport"
"GO:0007041","lysosomal transport","GO:0006810","transport"
"GO:0035879","plasma membrane lactate transport","GO:0006810","transport"
"GO:1990573","potassium ion import across plasma membrane","GO:0006810","transport"
"GO:0098915","membrane repolarization during ventricular cardiac muscle cell action potential","GO:0006810","transport"
"GO:0006610","ribosomal protein import into nucleus","GO:0006810","transport"
"GO:0030072","peptide hormone secretion","GO:0006810","transport"
"GO:0070778","L-aspartate transmembrane transport","GO:0006810","transport"
"GO:0015825","L-serine transport","GO:0006810","transport"
"GO:0033299","secretion of lysosomal enzymes","GO:0006810","transport"
"GO:0042045","epithelial fluid transport","GO:0006810","transport"
"GO:0006896","Golgi to vacuole transport","GO:0006810","transport"
"GO:0090481","pyrimidine nucleotide-sugar transmembrane transport","GO:0006810","transport"
"GO:0048305","immunoglobulin secretion","GO:0006810","transport"
"GO:0065002","intracellular protein transmembrane transport","GO:0006810","transport"
"GO:0070779","D-aspartate import across plasma membrane","GO:0006810","transport"
"GO:0051938","L-glutamate import","GO:0006810","transport"
"GO:0048227","plasma membrane to endosome transport","GO:0006810","transport"
"GO:0015809","arginine transport","GO:0006810","transport"
"GO:0006893","Golgi to plasma membrane transport","GO:0006810","transport"
"GO:0032510","endosome to lysosome transport via multivesicular body sorting pathway","GO:0006810","transport"
"GO:0006616","SRP-dependent cotranslational protein targeting to membrane, translocation","GO:0006810","transport"
"GO:0015909","long-chain fatty acid transport","GO:0006810","transport"
"GO:0030157","pancreatic juice secretion","GO:0006810","transport"
