	TM_FACS	TM_10X	MCA.values
Inhbc	1	1	0
Inhbe	1	0	0
Inmt	15	17	18
Ino80	24	4	0
Ino80b	31	18	0
Ino80c	12	5	2
Ino80d	48	16	0
Ino80e	37	11	1
Inpp1	9	0	0
Inpp4a	88	3	0
Inpp4b	10	0	0
Inpp5a	44	11	0
Inpp5b	19	3	0
Inpp5d	41	19	0
Inpp5e	10	0	0
Inpp5f	34	2	0
Inpp5j	6	0	0
Inpp5k	56	9	2
Inppl1	8	6	0
Ins1	35	0	22
Ins2	47	0	23
Insc	3	1	0
Insig1	74	16	2
Insig2	40	22	3
Insl3	0	0	5
Insl5	0	0	0
Insl6	5	3	20
Insm1	6	0	0
Insm2	0	0	0
Insr	43	10	0
Insrr	2	0	1
Ints1	14	0	0
Ints10	15	0	2
Ints12	24	2	0
Ints2	11	0	0
Ints3	15	1	0
Ints4	27	0	0
Ints5	13	0	0
Ints6	38	1	0
Ints7	12	0	0
Ints8	16	0	0
Ints9	28	0	0
Intu	2	1	0
Invs	3	0	0
Ip6k1	83	17	2
Ip6k2	22	2	2
Ip6k3	0	0	0
Ipcef1	7	2	0
Ipmk	21	7	1
Ipo11	12	4	7
Ipo13	18	2	0
Ipo4	34	4	3
Ipo5	42	20	13
Ipo7	34	0	3
Ipo8	44	2	0
Ipo9	29	1	0
Ipp	5	0	0
Ippk	11	2	0
Iqca	1	2	2
Iqcb1	10	1	0
Iqcc	4	1	0
Iqcd	1	1	1
Iqce	4	1	0
Iqcf4	0	0	6
Iqcf5	0	0	6
Iqcf6	0	0	1
Iqcg	1	2	2
Iqch	0	0	3
Iqcj	0	0	0
Iqck	0	1	1
Iqgap1	100	68	23
Iqgap2	35	11	0
Iqgap3	2	0	0
Iqsec1	74	10	0
Iqsec2	2	2	0
Iqsec3	3	0	0
Iqub	1	1	3
Irak1	88	26	1
Irak1bp1	10	2	6
Irak2	35	11	1
Irak3	9	3	0
Irak4	34	4	0
Ireb2	22	3	1
Irf1	81	44	26
Irf2	80	46	0
Irf2bp1	26	5	0
Irf2bp2	80	38	1
Irf3	69	24	1
Irf4	4	3	0
Irf5	31	21	15
Irf6	24	10	0
Irf7	29	17	19
Irf8	41	28	44
Irf9	48	23	1
Irgc1	0	0	19
Irgm1	44	16	15
Irgm2	26	1	0
Irgq	10	3	0
Irs1	11	0	0
Irs2	42	7	0
Irs3	0	0	0
Irs4	0	0	0
Irx1	6	4	4
Irx2	10	6	1
Irx3	9	9	2
Irx4	1	0	0
Irx5	9	6	0
Irx6	0	0	0
Isca1	56	43	37
Isca2	57	15	10
Iscu	97	69	13
Isg15	21	20	25
Isg20	27	15	28
Isg20l2	21	7	4
Isl1	8	2	6
Isl2	0	0	0
Islr	10	8	8
Islr2	1	0	0
Ism1	6	1	0
Isoc1	44	3	0
Isoc2a	0	0	0
Isoc2b	11	1	1
Ispd	0	0	2
Isx	2	0	0
Isy1	58	18	4
Isyna1	58	26	34
Itch	51	14	0
Itfg1	75	32	8
Itfg2	17	0	0
Itga1	19	7	0
Itga10	2	2	0
Itga11	6	3	0
Itga2	7	2	0
Itga2b	3	2	5
Itga3	22	14	2
Itga4	41	20	0
Itga5	29	13	12
Itga6	35	12	2
Itga7	6	5	1
Itga8	4	3	3
Itga9	19	4	0
Itgad	1	0	3
Itgae	1	1	6
Itgal	27	20	2
Itgam	21	13	14
Itgav	56	18	0
Itgax	11	8	7
Itgb1	97	62	36
Itgb1bp1	41	20	21
Itgb1bp2	1	1	1
Itgb2	38	26	53
Itgb2l	2	2	7
Itgb3	3	0	3
Itgb3bp	14	6	19
Itgb4	20	9	2
Itgb5	54	24	3
Itgb6	8	4	0
Itgb7	27	23	19
Itgb8	3	0	0
Itgbl1	5	2	1
Itih1	1	1	1
Itih2	2	1	2
Itih3	5	1	5
Itih4	4	2	2
Itih5	26	10	13
Itk	12	8	2
Itln1	0	1	25
Itm2a	26	12	119
Itm2b	105	74	600
Itm2c	90	63	109
Itpa	38	15	15
Itpk1	20	5	1
Itpka	2	1	0
Itpkb	16	1	0
Itpkc	23	11	0
Itpr1	37	15	1
Itpr2	36	4	0
Itpr3	25	7	1
Itpripl1	45	5	0
Itpripl2	36	17	0
Itsn1	23	2	0
Itsn2	86	21	3
Ivd	44	7	2
Ivl	2	5	5
Ivns1abp	90	48	174
Iws1	61	17	0
Iyd	1	4	1
Izumo1	0	0	2
Izumo4	7	0	3
Jag1	40	9	0
Jag2	12	1	0
Jagn1	38	20	7
Jak1	102	70	23
Jak2	48	14	0
Jak3	9	0	0
Jakmip1	16	6	0
Jakmip2	3	0	0
Jakmip3	0	0	0
Jam2	26	11	7
Jam3	24	9	5
Jarid2	55	15	0
Jazf1	6	0	2
Jdp2	13	1	1
Jkamp	52	20	13
Jmjd1c	90	37	1
Jmjd4	3	0	0
Jmjd6	54	18	3
Jmjd7	0	0	0
Jmjd8	61	5	1
Jmy	36	5	0
Josd1	26	4	0
Josd2	49	29	16
Jph1	1	0	0
Jph2	3	4	0
Jph3	4	0	0
Jph4	2	0	0
Jrk	0	0	0
Jrkl	0	0	0
Jsrp1	2	1	1
Jtb	76	61	40
Jun	103	70	264
Junb	102	72	302
Jund	105	74	148
Jup	80	32	21
Kalrn	6	0	0
Kank1	27	10	1
Kank2	14	8	0
Kank3	16	11	2
Kank4	0	1	0
Kap	1	8	28
Kars	89	20	4
Kat2a	14	2	0
Kat2b	22	9	0
Kat5	22	8	1
Katna1	42	22	3
Katnal1	7	1	3
Katnal2	0	0	3
Katnb1	8	1	1
Kazald1	12	8	7
Kazn	14	5	0
Kbtbd11	19	8	5
Kbtbd12	1	0	0
Kbtbd13	0	0	0
Kbtbd2	54	5	0
Kbtbd3	9	1	0
Kbtbd4	10	0	0
Kbtbd7	1	0	0
Kbtbd8	0	0	0
Kcmf1	74	33	3
Kcna1	3	0	0
Kcna2	6	0	0
Kcna3	6	0	0
Kcna4	1	0	0
Kcna5	7	5	0
Kcna6	3	0	0
Kcna7	0	0	0
Kcnab1	3	1	0
Kcnab2	18	8	1
Kcnab3	0	0	2
Kcnb1	14	1	0
Kcnb2	2	0	0
Kcnc1	1	0	0
Kcnc2	1	0	0
Kcnc3	4	1	0
Kcnc4	0	0	0
Kcnd2	3	0	0
Kcnd3	2	0	0
Kcne1	1	2	3
Kcne1l	1	0	2
Kcne2	1	2	2
Kcne3	3	0	10
Kcne4	5	2	0
Kcnf1	1	0	0
Kcng1	0	0	0
Kcng2	1	1	0
Kcng3	0	0	0
Kcng4	0	0	0
Kcnh1	2	1	0
Kcnh2	5	0	0
Kcnh3	3	0	0
Kcnh4	0	0	0
Kcnh5	0	0	0
Kcnh6	4	0	0
Kcnh7	0	0	0
Kcnh8	0	0	0
Kcnip1	3	0	0
Kcnip2	2	0	0
Kcnip3	6	0	1
Kcnip4	4	0	0
Kcnj1	1	2	4
Kcnj10	6	1	6
Kcnj11	5	0	0
Kcnj12	3	0	0
Kcnj13	1	1	2
Kcnj14	0	0	0
Kcnj15	5	2	1
Kcnj16	5	3	3
Kcnj2	3	1	0
Kcnj3	1	0	0
Kcnj4	1	0	0
Kcnj5	1	1	0
Kcnj6	3	0	0
Kcnj8	4	2	5
Kcnj9	1	0	0
Kcnk1	22	10	12
Kcnk10	0	0	0
Kcnk12	5	2	0
Kcnk13	5	1	0
Kcnk16	4	0	0
Kcnk2	8	2	1
Kcnk3	9	2	1
Kcnk4	0	0	0
Kcnk5	8	3	1
Kcnk6	5	1	0
Kcnk7	5	2	0
Kcnma1	8	1	0
Kcnmb1	5	1	0
Kcnmb2	5	1	2
Kcnmb3	0	0	0
Kcnmb4	2	1	2
Kcnn1	0	0	0
Kcnn2	4	0	0
Kcnn3	7	0	0
Kcnn4	21	16	21
Kcnq1	6	1	2
Kcnq1ot1	80	45	0
Kcnq2	2	0	0
Kcnq3	0	0	0
Kcnq4	0	0	0
Kcnq5	1	0	0
Kcnrg	1	1	0
Kcns1	0	0	0
Kcns3	1	0	0
Kcnt1	1	0	0
Kcnt2	1	1	0
Kcnu1	0	0	0
Kcnv1	1	0	0
Kcnv2	0	0	0
Kcp	0	0	0
Kctd1	16	8	1
Kctd10	52	36	1
Kctd11	14	4	0
Kctd12	57	32	19
Kctd12b	6	2	0
Kctd13	12	1	1
Kctd14	4	2	6
Kctd15	9	3	0
Kctd16	1	0	4
Kctd17	19	8	0
Kctd18	0	0	0
Kctd19	0	0	2
Kctd2	27	3	0
Kctd20	36	2	0
Kctd21	0	0	0
Kctd3	21	0	0
Kctd4	3	0	0
Kctd5	18	9	1
Kctd6	7	1	0
Kctd7	0	0	0
Kctd8	2	1	0
Kctd9	6	0	1
Kdelc1	10	0	0
Kdelc2	17	8	0
Kdelr1	82	62	106
Kdelr2	99	55	60
Kdelr3	13	8	34
Kdm1a	74	16	0
Kdm1b	5	0	1
Kdm2a	65	12	0
Kdm2b	18	7	0
Kdm3a	24	3	0
Kdm3b	43	7	0
Kdm4a	11	5	0
Kdm4b	10	0	0
Kdm4c	10	0	0
Kdm4d	0	0	2
Kdm5a	92	31	0
Kdm5b	52	14	0
Kdm5c	58	11	0
Kdm5d	1	0	0
Kdm6a	35	5	0
Kdm6b	97	48	0
Kdr	14	11	26
Kdsr	58	11	0
Keap1	59	23	3
Keg1	3	2	6
Kel	0	0	4
Kera	0	1	1
Khdc1a	0	1	0
Khdc1b	0	0	0
Khdc1c	0	0	0
Khdrbs1	92	65	27
Khdrbs2	2	0	0
Khdrbs3	11	2	2
Khk	27	18	14
Khnyn	2	0	0
Khsrp	73	5	0
Kidins220	46	12	0
Kif11	5	3	2
Kif12	6	3	0
Kif13a	24	5	0
Kif13b	12	1	0
Kif14	1	0	0
Kif15	5	2	0
Kif16b	12	2	0
Kif17	1	0	0
Kif18a	2	1	0
Kif18b	1	0	0
Kif19a	2	1	0
Kif1a	12	1	0
Kif1b	80	31	2
Kif1c	32	19	1
Kif20a	5	3	2
Kif20b	5	2	0
Kif21a	30	12	0
Kif21b	17	0	0
Kif22	5	3	11
Kif23	10	5	1
Kif24	0	0	0
Kif26a	4	1	0
Kif26b	1	0	0
Kif27	1	1	3
Kif2a	49	6	3
Kif2c	2	2	3
Kif3a	31	7	3
Kif3b	17	2	2
Kif3c	4	0	0
Kif4	2	2	0
Kif5a	4	0	1
Kif5b	103	70	36
Kif5c	11	2	1
Kif6	0	1	0
Kif7	0	0	0
Kif9	3	1	4
Kifap3	36	6	9
Kifc1	2	3	0
Kifc2	1	0	0
Kifc3	16	8	1
Kifc5b	2	0	0
Kin	14	8	0
Kirrel	3	0	0
Kirrel2	1	0	0
Kirrel3	4	0	0
Kis2	0	0	0
Kiss1	0	0	0
Kiss1r	0	0	0
Kit	11	3	0
Kitl	33	21	2
Kl	5	2	2
Klb	4	0	0
Klc1	71	27	12
Klc2	1	3	0
Klc3	13	5	1
Klc4	19	4	2
Klf1	0	0	18
Klf10	68	36	8
Klf11	21	5	0
Klf12	3	0	0
Klf13	101	68	0
Klf14	0	0	0
Klf15	12	3	0
Klf16	23	6	0
Klf17	0	0	0
Klf2	74	67	146
Klf3	80	36	8
Klf4	65	47	39
Klf5	25	10	14
Klf6	100	68	106
Klf7	37	14	5
Klf8	0	0	0
Klf9	72	40	68
Klhdc1	4	0	3
Klhdc10	21	3	0
Klhdc2	49	26	14
Klhdc3	47	6	26
Klhdc4	16	5	2
Klhdc7a	0	1	1
Klhdc7b	0	0	0
Klhdc8a	3	4	0
Klhdc8b	7	5	0
Klhdc9	7	0	0
Klhl1	0	0	0
Klhl10	0	0	12
Klhl11	1	0	0
Klhl12	16	0	0
Klhl13	20	4	4
Klhl14	0	0	0
Klhl15	0	0	0
Klhl18	4	0	0
Klhl2	10	2	0
Klhl20	0	0	0
Klhl21	30	13	0
Klhl22	18	0	1
Klhl23	6	2	0
Klhl24	92	18	1
Klhl25	4	3	0
Klhl26	14	0	0
Klhl28	1	0	0
Klhl29	5	0	0
Klhl3	0	0	0
Klhl30	2	0	0
Klhl31	1	0	0
Klhl32	3	0	0
Klhl33	0	0	0
Klhl35	0	0	0
Klhl36	1	0	0
Klhl38	1	0	0
Klhl4	3	1	0
Klhl5	37	8	1
Klhl6	37	16	5
Klhl7	20	3	0
Klhl8	2	0	0
Klhl9	90	24	0
Klk1	11	9	37
Klk10	4	2	0
Klk11	5	2	0
Klk13	2	2	0
Klk14	0	1	0
Klk15	0	0	0
Klk1b1	0	0	0
Klk1b11	0	0	0
Klk1b16	0	0	0
Klk1b21	0	0	1
Klk1b22	0	0	0
Klk1b24	0	0	1
Klk1b26	0	0	4
Klk1b27	1	1	1
Klk1b3	0	0	0
Klk1b4	0	0	0
Klk1b5	3	0	0
Klk1b7-ps	0	0	2
Klk1b8	0	0	15
Klk1b9	0	0	2
Klk4	0	0	0
Klk5	0	0	0
Klk6	0	0	1
Klk7	0	0	0
Klk8	11	12	0
Klk9	0	0	0
Klkb1	1	1	0
Klra1	0	1	0
Klra10	0	0	0
Klra13-ps	0	0	6
Klra17	2	1	1
Klra2	11	7	2
Klra3	0	1	0
Klra4	2	0	5
Klra5	0	0	0
Klra6	0	0	0
Klra7	4	2	5
Klra8	3	1	6
Klra9	2	1	4
Klrb1a	3	1	0
Klrb1b	5	3	1
Klrb1c	5	2	6
Klrb1f	5	1	0
Klrc1	3	0	1
Klrc2	4	0	1
Klrc3	1	0	0
Klrd1	9	9	17
Klre1	4	2	8
Klrg1	2	1	4
Klrg2	7	4	0
Klri1	1	0	0
Klri2	3	1	1
Klrk1	6	3	8
Kmo	8	4	2
Kndc1	2	1	0
Kng1	4	1	5
Kng2	3	3	8
Kntc1	1	0	0
Kpna1	45	3	1
Kpna2	38	15	17
Kpna3	41	8	0
Kpna4	91	41	1
Kpna6	14	4	3
Kpnb1	64	33	14
Kprp	0	0	0
Kptn	12	0	0
Kras	92	56	1
Krba1	6	0	0
Krcc1	78	58	8
Kremen1	15	4	1
Kremen2	0	0	0
Kri1	4	0	0
Krit1	51	2	0
Krr1	35	7	0
Krt1	7	1	0
Krt10	24	8	1
Krt12	0	0	0
Krt13	4	2	0
Krt14	35	7	3
Krt15	58	11	19
Krt16	6	4	0
Krt17	10	7	3
Krt18	24	19	95
Krt19	17	15	84
Krt20	3	2	13
Krt222	2	0	0
Krt23	6	5	9
Krt24	3	2	0
Krt25	0	0	0
Krt26	0	0	0
Krt27	0	0	0
Krt28	0	0	0
Krt31	0	0	0
Krt32	3	1	0
Krt33a	0	0	0
Krt33b	0	0	0
Krt35	0	1	0
Krt36	1	3	0
Krt39	0	0	0
Krt4	4	7	3
Krt42	1	1	0
Krt5	20	8	8
Krt6a	5	3	0
Krt6b	1	1	0
Krt7	17	14	39
Krt71	0	0	0
Krt73	0	0	0
Krt75	0	0	0
Krt76	0	2	0
Krt77	1	0	0
Krt78	0	1	0
Krt79	0	1	2
Krt8	35	20	118
Krt80	12	0	0
Krt81	0	0	0
Krt83	1	0	2
Krt86	0	0	0
Krt9	0	0	0
Krtap1-3	0	0	0
Krtap11-1	0	0	0
Krtap13	0	0	0
Krtap15	0	0	0
Krtap17-1	0	0	0
Krtap2-4	0	0	0
Krtap3-1	0	1	0
Krtap3-2	0	0	0
Krtap3-3	1	1	0
Krtap4-16	0	0	0
Krtap5-3	0	0	0
Krtap5-5	0	0	0
Krtap7-1	0	0	0
Krtap9-3	0	0	0
Krtcap2	97	69	469
Krtcap3	20	8	7
Krtdap	4	4	3
Ksr1	0	0	0
Ksr2	5	0	0
Kti12	29	13	2
Ktn1	83	25	3
Ky	1	0	0
Kynu	2	2	0
L1cam	10	6	2
L1td1	0	0	2
L2hgdh	2	2	0
L3mbtl1	0	0	0
L3mbtl2	5	0	0
L3mbtl3	2	0	0
L3mbtl4	0	0	0
Lace1	2	0	0
Lactb	25	16	1
Lactb2	11	2	2
Lactbl1	0	0	0
Lad1	21	9	9
Lag3	3	2	0
Lage3	44	32	6
Lair1	15	8	4
Lalba	0	0	90
Lama1	0	0	2
Lama2	15	6	4
Lama3	12	3	1
Lama4	22	9	4
Lama5	21	14	0
Lamb1	19	13	13
Lamb2	40	30	2
Lamb3	14	7	3
Lamc1	31	20	8
Lamc2	16	9	3
Lamc3	3	0	0
Lamp1	104	73	299
Lamp2	92	58	95
Lamp3	1	1	3
Lamtor2	94	70	137
Lamtor3	61	45	2
Lancl1	35	7	22
Lancl2	5	0	3
Lancl3	2	2	0
Lao1	0	0	90
Lap3	42	16	17
Laptm4a	105	72	415
Laptm4b	51	20	28
Laptm5	70	36	200
Larp1	68	19	0
Larp1b	31	10	6
Larp4	61	19	0
Larp4b	77	13	4
Larp6	6	1	0
Larp7	52	24	56
Lars	42	12	0
Lars2	105	6	3
Las1l	39	13	6
Lasp1	80	46	42
Lat	12	12	34
Lat2	27	18	14
Lats1	33	4	0
Lats2	67	14	0
Lax1	9	1	1
Layn	6	1	0
Lbh	54	38	1
Lbp	14	13	6
Lbr	89	37	29
Lbx1	0	0	0
Lbx2	0	0	0
Lca5	2	1	0
Lca5l	0	0	3
Lcat	3	1	4
Lce1b	0	0	0
Lce1c	0	0	0
Lce1d	0	0	0
Lce1f	0	0	0
Lce1g	0	0	0
Lce1h	0	0	0
Lce3f	0	0	0
Lce6a	1	0	0
Lck	12	9	37
Lclat1	7	1	0
Lcmt1	24	12	3
Lcmt2	16	2	0
Lcn11	0	0	0
Lcn12	0	0	0
Lcn2	13	14	229
Lcn3	0	0	0
Lcn4	0	0	0
Lcn6	0	0	0
Lcn8	0	0	0
Lcor	5	0	0
Lcorl	18	0	1
Lcp1	48	38	168
Lcp2	30	17	3
Lct	0	0	1
Lctl	0	0	0
Ldb1	63	17	1
Ldb2	13	10	1
Ldb3	4	2	2
Ldha	104	74	551
Ldhal6b	0	0	19
Ldhb	47	28	124
Ldhc	0	0	21
Ldhd	6	1	1
Ldlr	39	13	3
Ldlrad1	1	1	0
Ldlrad3	14	6	0
Ldlrap1	22	7	1
Ldoc1	0	0	4
Ldoc1l	7	0	0
Leap2	1	1	1
Lect2	1	1	1
Lef1	11	9	2
Lefty1	7	2	0
Lefty2	0	0	0
Lekr1	1	1	0
Lemd1	0	0	3
Lemd2	47	11	0
Lemd3	9	0	0
Leng1	20	5	0
Leng8	85	19	0
Leng9	9	2	0
Leo1	29	2	0
Lep	0	0	0
Lepr	5	3	0
Leprot	78	45	40
Leprotl1	78	53	16
Letm1	65	22	4
Letm2	14	0	5
Letmd1	15	0	2
Lfng	28	26	7
Lgals1	67	60	439
Lgals12	2	0	0
Lgals2	0	1	44
Lgals3	51	46	213
Lgals3bp	69	23	63
Lgals4	11	0	38
Lgals7	8	6	6
Lgals8	56	13	7
Lgals9	80	34	137
Lgi1	3	0	1
Lgi2	2	0	1
Lgi3	4	1	4
Lgi4	6	0	1
Lgmn	88	37	63
Lgr4	36	4	0
Lgr5	3	0	0
Lgr6	4	0	0
Lgsn	0	0	0
Lhb	0	1	0
Lhcgr	1	0	3
Lhfp	18	19	23
Lhfpl1	1	1	0
Lhfpl2	9	6	3
Lhfpl3	2	0	1
Lhfpl4	6	0	0
Lhfpl5	1	0	0
Lhpp	4	1	0
Lhx1	2	0	1
Lhx2	3	0	1
Lhx3	0	0	0
Lhx4	0	0	0
Lhx5	0	0	3
Lhx6	0	0	0
Lhx8	0	0	0
Lhx9	0	0	2
Lias	37	3	6
Lif	1	1	1
Lifr	58	21	0
Lig1	10	3	15
Lig3	17	0	2
Lig4	0	1	0
Lilra5	5	4	0
Lilra6	7	2	0
Lima1	57	31	9
Limch1	29	12	2
Limd1	73	40	8
Limd2	68	43	167
Limk1	8	0	0
Limk2	28	7	1
Lims1	84	49	5
Lims2	27	15	7
Lin28a	1	0	0
Lin28b	0	0	0
Lin37	23	6	0
Lin52	13	0	0
Lin54	4	0	0
Lin7a	4	1	17
Lin7b	1	0	0
Lin7c	46	24	2
Lin9	3	0	0
Lingo1	3	0	0
Lingo2	1	0	0
Lingo3	2	0	0
Lingo4	0	0	0
Lipa	54	27	16
Lipc	1	1	3
Lipe	14	5	5
Lipf	0	0	0
Lipg	5	2	2
Liph	5	3	1
Lipi	0	0	0
Lipk	0	0	0
Lipm	2	1	0
Lipn	0	0	0
Lipo1	8	0	0
Lipt1	1	0	0
Lipt2	5	0	0
Litaf	84	54	107
Lix1	2	1	0
Lix1l	1	3	0
Llgl1	15	0	0
Llgl2	21	8	9
Llph	81	62	34
Lman1	71	37	12
Lman1l	0	0	0
Lman2	96	63	56
Lman2l	22	4	0
Lmbr1	12	2	1
Lmbr1l	4	0	4
Lmbrd1	87	38	3
Lmbrd2	9	0	0
Lmcd1	15	10	4
Lmf1	21	1	3
Lmf2	51	5	0
Lmln	0	0	0
Lmna	82	49	118
Lmnb1	23	13	40
Lmnb2	10	2	3
Lmo1	15	15	7
Lmo2	44	33	28
Lmo3	2	0	0
Lmo4	80	50	86
Lmo7	31	20	1
Lmod1	4	4	6
Lmod2	1	1	0
Lmod3	1	0	0
Lmtk2	16	2	0
Lmtk3	0	0	0
Lmx1a	1	0	1
Lmx1b	0	0	0
Lnpep	82	1	0
Lnx1	15	3	0
Lnx2	8	1	0
Lonp1	38	14	3
Lonp2	70	12	4
Lonrf1	4	2	0
Lonrf2	3	0	0
Lonrf3	4	1	0
Lor	2	3	0
Lox	7	2	27
Loxhd1	0	0	0
Loxl1	10	10	22
Loxl2	11	5	10
Loxl3	11	1	5
Loxl4	0	0	0
Lpar1	20	9	6
Lpar2	0	0	0
Lpar3	3	5	0
Lpar4	1	0	0
Lpar5	2	0	0
Lpar6	37	12	2
Lpcat1	20	0	3
Lpcat2	29	10	2
Lpcat2b	0	0	4
Lpcat3	57	23	17
Lpcat4	20	4	0
Lpgat1	55	18	1
Lpin1	12	4	5
Lpin2	38	15	0
Lpin3	4	0	1
Lpl	40	25	172
Lpo	0	0	0
Lpp	59	30	6
Lpxn	28	13	1
Lrat	1	1	1
Lrba	26	7	0
Lrch1	53	3	0
Lrch2	1	0	0
Lrch3	22	3	0
Lrfn1	0	0	0
Lrfn2	0	0	0
Lrfn3	5	0	0
Lrfn4	12	1	0
Lrfn5	1	0	0
Lrg1	15	9	37
Lrguk	1	1	0
Lrig1	27	1	3
Lrig2	15	0	0
Lrig3	9	1	0
Lrit3	0	0	0
Lrmp	28	16	13
Lrp1	53	25	23
Lrp10	97	57	9
Lrp11	8	0	0
Lrp12	2	1	0
Lrp2	3	4	3
Lrp2bp	0	0	3
Lrp3	8	0	0
Lrp4	24	1	0
Lrp5	9	6	0
Lrp6	55	16	0
Lrp8	10	1	0
Lrpap1	83	48	30
Lrpprc	22	4	1
Lrr1	0	1	0
Lrrc1	15	5	0
Lrrc10	1	1	0
Lrrc10b	7	2	0
Lrrc14	18	0	0
Lrrc14b	1	0	0
Lrrc15	0	0	2
Lrrc17	8	4	2
Lrrc18	0	1	17
Lrrc19	1	1	0
Lrrc2	2	0	0
Lrrc20	1	0	0
Lrrc23	0	2	3
Lrrc24	4	0	0
Lrrc25	18	13	2
Lrrc26	2	2	3
Lrrc27	1	0	19
Lrrc28	7	0	9
Lrrc29	0	0	0
Lrrc3	5	1	0
Lrrc30	0	0	0
Lrrc32	21	12	0
Lrrc34	1	1	18
Lrrc36	2	1	1
Lrrc38	0	0	0
Lrrc39	1	0	0
Lrrc3b	3	1	0
Lrrc4	2	0	0
Lrrc40	12	0	0
Lrrc41	46	10	0
Lrrc42	23	7	0
Lrrc43	0	0	2
Lrrc45	11	3	1
Lrrc46	0	1	19
Lrrc47	20	13	0
Lrrc49	13	0	0
Lrrc4b	6	0	0
Lrrc4c	2	0	0
Lrrc51	5	3	21
Lrrc52	0	0	0
Lrrc55	0	0	0
Lrrc56	1	1	2
Lrrc57	15	0	5
Lrrc58	103	72	0
Lrrc59	73	35	22
Lrrc6	1	1	3
Lrrc61	18	0	0
Lrrc63	0	0	2
Lrrc66	3	0	0
Lrrc69	0	0	1
Lrrc8a	88	29	0
Lrrc8b	5	0	5
Lrrc8c	27	6	0
Lrrc8d	43	11	0
Lrrc8e	3	3	1
Lrrc9	0	0	2
Lrrcc1	12	4	3
Lrrfip1	80	58	3
Lrrfip2	53	29	8
Lrriq1	1	1	0
Lrriq3	0	0	5
Lrriq4	0	0	2
Lrrk1	30	1	0
Lrrk2	12	2	0
Lrrn1	9	0	2
Lrrn2	3	0	0
Lrrn3	4	0	0
Lrrn4	0	1	0
Lrrn4cl	5	3	5
Lrrtm1	3	0	0
Lrrtm2	2	0	0
Lrrtm3	2	0	0
Lrrtm4	2	0	0
Lrsam1	0	0	0
Lrtm1	2	0	0
Lrtm2	3	0	0
Lrwd1	10	6	7
Lsamp	7	1	5
Lsg1	21	7	0
Lsm1	39	27	4
Lsm10	29	16	1
Lsm11	0	0	0
Lsm12	56	33	6
Lsm14a	77	54	0
Lsm14b	50	2	0
Lsm2	46	30	101
Lsm3	57	41	3
Lsm4	88	69	182
Lsm5	62	61	22
Lsm6	81	67	209
Lsm7	78	55	138
Lsp1	51	44	166
Lsr	33	18	25
Lss	8	1	0
Lst1	20	17	75
Lta	0	0	0
Lta4h	78	19	45
Ltb	25	21	42
Ltb4r1	13	5	18
Ltb4r2	5	0	0
Ltbp1	28	12	2
Ltbp2	2	1	2
Ltbp3	32	16	0
Ltbp4	40	29	31
Ltbr	59	27	1
Ltc4s	7	5	9
Ltf	4	9	60
Ltk	0	1	0
Ltn1	31	1	0
Ltv1	40	10	4
Luc7l	59	18	2
Luc7l2	96	69	10
Luc7l3	89	53	8
Lum	22	8	132
Luzp1	63	34	2
Luzp2	4	0	4
Lxn	34	15	12
Ly6a	82	49	154
Ly6c1	50	32	59
Ly6c2	27	18	133
Ly6d	19	22	62
Ly6e	102	73	477
Ly6f	0	0	0
Ly6g5b	0	0	0
Ly6g5c	0	0	0
Ly6g6c	2	2	0
Ly6g6d	1	0	0
Ly6g6e	4	1	0
Ly6g6f	2	0	3
Ly6h	4	0	7
Ly6i	5	1	4
Ly6k	2	2	3
Ly75	3	0	0
Ly86	25	20	21
Ly9	15	7	1
Ly96	12	13	1
Lyar	43	32	62
Lyg1	0	0	0
Lyl1	16	11	9
Lyn	52	30	4
Lynx1	10	4	0
Lypd1	2	0	0
Lypd2	2	4	1
Lypd3	11	7	5
Lypd4	0	0	18
Lypd5	1	0	0
Lypd6	1	2	0
Lypd6b	7	3	0
Lypla1	73	34	14
Lypla2	67	29	24
Lyplal1	6	0	1
Lyrm1	5	1	2
Lyrm2	38	26	1
Lyrm4	44	2	0
Lyrm7	1	0	4
Lysmd1	3	0	0
Lysmd2	33	14	2
Lysmd3	22	4	0
Lysmd4	1	0	0
Lyst	29	5	0
Lyve1	6	5	15
Lyz1	16	22	54
Lyz2	93	30	297
Lyzl1	0	0	10
Lyzl4	0	0	3
Lyzl6	0	0	3
Lzic	13	3	0
Lztfl1	31	5	2
Lztr1	32	3	0
Lzts1	0	0	0
Lzts2	49	28	2
M6pr	96	61	69
Mab21l1	1	0	0
Mab21l2	0	0	2
Mab21l3	0	0	0
Macc1	6	1	0
Macf1	101	61	2
Macrod1	26	10	2
Macrod2	5	1	1
Mad1l1	13	1	0
Mad2l1	6	3	6
Mad2l1bp	15	3	0
Mad2l2	22	7	21
Madcam1	0	0	0
Madd	19	2	0
Maea	86	29	12
Mael	0	0	19
Maf	31	6	39
Maf1	92	58	28
Mafa	1	0	0
Mafb	36	22	22
Maff	29	30	31
Mafg	58	35	0
Mafk	58	29	1
Mag	1	0	10
Mageb16	0	0	0
Mageb16-ps1	0	0	0
Mageb18	0	0	0
Mageb3	0	0	0
Maged1	61	31	108
Maged2	34	14	77
Magee1	8	0	0
Magee2	0	0	0
Mageh1	22	10	5
Magi1	33	4	0
Magi2	10	0	0
Magi3	24	6	0
Magix	2	2	0
Magoh	80	64	97
