	Atlas	cellType	Background.cell.types	Logic	genes	precision	recall	f1
351	TM, 10X	Heart.cardiac muscle cell	All	OR	Xirp2, Gm1078, Ckmt2, C130080G10Rik, Trdn	0.308108108108108	0.686746987951807	0.425373134328358
352	TM, 10X	Heart.cardiac muscle cell	Tissue	OR	Xirp2, Gm1078, Ckmt2, C130080G10Rik, Trdn	0.655172413793103	0.686746987951807	0.670588235294118
353	TM, 10X	Heart.endothelial cell	All	AND	Nppa, Btnl9, Sln, Actc1, Fam124b	1	0.0449438202247191	0.0860215053763441
354	TM, 10X	Heart.endothelial cell	Tissue	AND	Nppa, Btnl9, Sln, Actc1, Fam124b	1	0.0449438202247191	0.0860215053763441
355	TM, 10X	Heart.endothelial cell	All	OR	Nppa, Btnl9, Sln, Actc1, Fam124b	0.128058727569331	0.882022471910112	0.223646723646724
356	TM, 10X	Heart.endothelial cell	Tissue	OR	Nppa, Btnl9, Sln, Actc1, Fam124b	0.29622641509434	0.882022471910112	0.443502824858757
357	TM, 10X	Heart.erythrocyte	All	AND	Vsig4, Sln, Tlr8, Nppa, Timd4	1	0.0181818181818182	0.0357142857142857
358	TM, 10X	Heart.erythrocyte	Tissue	AND	Vsig4, Sln, Tlr8, Nppa, Timd4	1	0.0181818181818182	0.0357142857142857
359	TM, 10X	Heart.erythrocyte	All	OR	Vsig4, Sln, Tlr8, Nppa, Timd4	0.0557341907824223	0.945454545454545	0.105263157894737
360	TM, 10X	Heart.erythrocyte	Tissue	OR	Vsig4, Sln, Tlr8, Nppa, Timd4	0.107660455486542	0.945454545454545	0.193308550185874
361	TM, 10X	Heart.fibroblast	All	AND	Nppa, Gata4, Tbx20, Kcnt2, Sln	1	0.0495495495495495	0.0944206008583691
362	TM, 10X	Heart.fibroblast	Tissue	AND	Nppa, Gata4, Tbx20, Kcnt2, Sln	1	0.0495495495495495	0.0944206008583691
363	TM, 10X	Heart.fibroblast	All	OR	Nppa, Gata4, Tbx20, Kcnt2, Sln	0.200975609756098	0.927927927927928	0.330392943063352
364	TM, 10X	Heart.fibroblast	Tissue	OR	Nppa, Gata4, Tbx20, Kcnt2, Sln	0.385767790262172	0.927927927927928	0.544973544973545
365	TM, 10X	Kidney.fenestrated cell	All	AND	3110099E03Rik, Fam167b, AU021092, Esm1, F8	0.846153846153846	0.0318840579710145	0.0614525139664804
366	TM, 10X	Kidney.fenestrated cell	Tissue	AND	3110099E03Rik, Fam167b, AU021092, Esm1, F8	0.846153846153846	0.0318840579710145	0.0614525139664804
367	TM, 10X	Kidney.fenestrated cell	All	OR	3110099E03Rik, Fam167b, AU021092, Esm1, F8	0.125567322239032	0.96231884057971	0.22214787554366
368	TM, 10X	Kidney.fenestrated cell	Tissue	OR	3110099E03Rik, Fam167b, AU021092, Esm1, F8	0.549668874172185	0.96231884057971	0.69968387776607
369	TM, 10X	Kidney.kidney collecting duct cell	All	AND	Spink8, Avpr2, Emid2, Hsd11b2, Rhcg	1	0.319444444444444	0.484210526315789
370	TM, 10X	Kidney.kidney collecting duct cell	Tissue	AND	Spink8, Avpr2, Emid2, Hsd11b2, Rhcg	1	0.319444444444444	0.484210526315789
371	TM, 10X	Kidney.kidney collecting duct cell	All	OR	Spink8, Avpr2, Emid2, Hsd11b2, Rhcg	0.10126582278481	1	0.183908045977011
372	TM, 10X	Kidney.kidney collecting duct cell	Tissue	OR	Spink8, Avpr2, Emid2, Hsd11b2, Rhcg	0.152866242038217	1	0.265193370165746
373	TM, 10X	Kidney.kidney tubule cell	All	AND	Cdh16, Kl, Kcnj16, Tmem27, Spink3	0.969733656174334	0.416970327954191	0.58318165271205
374	TM, 10X	Kidney.kidney tubule cell	Tissue	AND	Cdh16, Kl, Kcnj16, Tmem27, Spink3	0.969733656174334	0.416970327954191	0.58318165271205
375	TM, 10X	Kidney.kidney tubule cell	All	OR	Cdh16, Kl, Kcnj16, Tmem27, Spink3	0.667712691771269	0.996876626756897	0.799749425767384
376	TM, 10X	Kidney.kidney tubule cell	Tissue	OR	Cdh16, Kl, Kcnj16, Tmem27, Spink3	0.777822908204712	0.996876626756897	0.873830709559662
377	TM, 10X	Kidney.macrophage	All	AND	Mmp13, Mmp12, Lilra5, Sirpb1a, Slamf9	1	0.0662983425414365	0.124352331606218
378	TM, 10X	Kidney.macrophage	Tissue	AND	Mmp13, Mmp12, Lilra5, Sirpb1a, Slamf9	1	0.0662983425414365	0.124352331606218
379	TM, 10X	Kidney.macrophage	All	OR	Mmp13, Mmp12, Lilra5, Sirpb1a, Slamf9	0.0684394071490846	0.867403314917127	0.126868686868687
380	TM, 10X	Kidney.macrophage	Tissue	OR	Mmp13, Mmp12, Lilra5, Sirpb1a, Slamf9	0.707207207207207	0.867403314917127	0.779156327543424
381	TM, 10X	Kidney.smooth muscle cell	All	AND	Rergl, Nkx3-1, Akr1b7, Ndst3, Olfr558	1	0.1	0.181818181818182
382	TM, 10X	Kidney.smooth muscle cell	Tissue	AND	Rergl, Nkx3-1, Akr1b7, Ndst3, Olfr558	1	0.1	0.181818181818182
383	TM, 10X	Kidney.smooth muscle cell	All	OR	Rergl, Nkx3-1, Akr1b7, Ndst3, Olfr558	0.121518987341772	0.96	0.215730337078652
384	TM, 10X	Kidney.smooth muscle cell	Tissue	OR	Rergl, Nkx3-1, Akr1b7, Ndst3, Olfr558	0.685714285714286	0.96	0.8
385	TM, 10X	Liver.hepatocyte	All	AND	Rdh7, Apoc4, Cyp3a11, Tat, Ambp	1	0.87375745526839	0.93262599469496
386	TM, 10X	Liver.hepatocyte	Tissue	AND	Rdh7, Apoc4, Cyp3a11, Tat, Ambp	1	0.87375745526839	0.93262599469496
387	TM, 10X	Liver.hepatocyte	All	OR	Rdh7, Apoc4, Cyp3a11, Tat, Ambp	0.861301369863014	1	0.925482980680773
388	TM, 10X	Liver.hepatocyte	Tissue	OR	Rdh7, Apoc4, Cyp3a11, Tat, Ambp	0.981463414634146	1	0.990645002461841
389	TM, 10X	Lung.B cell	All	AND	Sftpc, H2-DMb2, Sftpb, Gm8369, Fcrla	1	0.00975609756097561	0.0193236714975845
390	TM, 10X	Lung.B cell	Tissue	AND	Sftpc, H2-DMb2, Sftpb, Gm8369, Fcrla	1	0.00975609756097561	0.0193236714975845
391	TM, 10X	Lung.B cell	All	OR	Sftpc, H2-DMb2, Sftpb, Gm8369, Fcrla	0.0181953905010731	0.951219512195122	0.0357077458340963
392	TM, 10X	Lung.B cell	Tissue	OR	Sftpc, H2-DMb2, Sftpb, Gm8369, Fcrla	0.0648271276595745	0.951219512195122	0.121381886087768
393	TM, 10X	Lung.ciliated cell	All	AND	Iqca, 4833427G06Rik, Tcte1, 1700024G13Rik, Spag17	0.827586206896552	0.585365853658537	0.685714285714286
394	TM, 10X	Lung.ciliated cell	Tissue	AND	Iqca, 4833427G06Rik, Tcte1, 1700024G13Rik, Spag17	0.888888888888889	0.585365853658537	0.705882352941176
395	TM, 10X	Lung.ciliated cell	All	OR	Iqca, 4833427G06Rik, Tcte1, 1700024G13Rik, Spag17	0.36036036036036	0.975609756097561	0.526315789473684
396	TM, 10X	Lung.ciliated cell	Tissue	OR	Iqca, 4833427G06Rik, Tcte1, 1700024G13Rik, Spag17	0.677966101694915	0.975609756097561	0.8
397	TM, 10X	Lung.dendritic cell	All	AND	Cd300e, Treml4, Emr4, Ly6i, Cd300ld	0.823529411764706	0.248888888888889	0.382252559726962
398	TM, 10X	Lung.dendritic cell	Tissue	AND	Cd300e, Treml4, Emr4, Ly6i, Cd300ld	0.918032786885246	0.248888888888889	0.391608391608392
399	TM, 10X	Lung.dendritic cell	All	OR	Cd300e, Treml4, Emr4, Ly6i, Cd300ld	0.102172907998151	0.982222222222222	0.185092127303183
400	TM, 10X	Lung.dendritic cell	Tissue	OR	Cd300e, Treml4, Emr4, Ly6i, Cd300ld	0.331831831831832	0.982222222222222	0.496071829405163
401	TM, 10X	Lung.endothelial cell	All	AND	Lyve1, Rasgef1a, Sox18, Adrb1, Ripply3	0.934426229508197	0.134117647058824	0.234567901234568
402	TM, 10X	Lung.endothelial cell	Tissue	AND	Lyve1, Rasgef1a, Sox18, Adrb1, Ripply3	0.934426229508197	0.134117647058824	0.234567901234568
403	TM, 10X	Lung.endothelial cell	All	OR	Lyve1, Rasgef1a, Sox18, Adrb1, Ripply3	0.107845709787457	0.967058823529412	0.194050991501416
404	TM, 10X	Lung.endothelial cell	Tissue	OR	Lyve1, Rasgef1a, Sox18, Adrb1, Ripply3	0.444805194805195	0.967058823529412	0.609340252038547
405	TM, 10X	Lung.leukocyte	All	AND	Stfa2l1, Cxcr2, Gm10872, Clec4d, Retn	0.2	0.00662251655629139	0.0128205128205128
406	TM, 10X	Lung.leukocyte	Tissue	AND	Stfa2l1, Cxcr2, Gm10872, Clec4d, Retn	1	0.00662251655629139	0.0131578947368421
407	TM, 10X	Lung.leukocyte	All	OR	Stfa2l1, Cxcr2, Gm10872, Clec4d, Retn	0.0683918669131238	0.980132450331126	0.127861771058315
408	TM, 10X	Lung.leukocyte	Tissue	OR	Stfa2l1, Cxcr2, Gm10872, Clec4d, Retn	0.414565826330532	0.980132450331126	0.582677165354331
409	TM, 10X	Lung.macrophage	All	AND	Atp6v0d2, Cidec, Ear1, Siglec5, Marco	0.986666666666667	0.162280701754386	0.278719397363465
410	TM, 10X	Lung.macrophage	Tissue	AND	Atp6v0d2, Cidec, Ear1, Siglec5, Marco	1	0.162280701754386	0.279245283018868
411	TM, 10X	Lung.macrophage	All	OR	Atp6v0d2, Cidec, Ear1, Siglec5, Marco	0.298679867986799	0.793859649122807	0.434052757793765
412	TM, 10X	Lung.macrophage	Tissue	OR	Atp6v0d2, Cidec, Ear1, Siglec5, Marco	0.544360902255639	0.793859649122807	0.645851917930419
413	TM, 10X	Lung.mesothelial cell	All	AND	Chst4, Lrrn4, Pcnxl2, Lgals2, Gdf2	1	0.208333333333333	0.344827586206897
414	TM, 10X	Lung.mesothelial cell	Tissue	AND	Chst4, Lrrn4, Pcnxl2, Lgals2, Gdf2	1	0.208333333333333	0.344827586206897
415	TM, 10X	Lung.mesothelial cell	All	OR	Chst4, Lrrn4, Pcnxl2, Lgals2, Gdf2	0.17910447761194	1	0.30379746835443
416	TM, 10X	Lung.mesothelial cell	Tissue	OR	Chst4, Lrrn4, Pcnxl2, Lgals2, Gdf2	0.648648648648649	1	0.786885245901639
417	TM, 10X	Lung.monocyte	All	AND	Sirpb1a, Gm9733, Sirpb1b, Gm5150, Galnt9	0.388888888888889	0.0482758620689655	0.0858895705521472
418	TM, 10X	Lung.monocyte	Tissue	AND	Sirpb1a, Gm9733, Sirpb1b, Gm5150, Galnt9	0.875	0.0482758620689655	0.0915032679738562
419	TM, 10X	Lung.monocyte	All	OR	Sirpb1a, Gm9733, Sirpb1b, Gm5150, Galnt9	0.0619349005424955	0.944827586206897	0.116249469664828
420	TM, 10X	Lung.monocyte	Tissue	OR	Sirpb1a, Gm9733, Sirpb1b, Gm5150, Galnt9	0.206636500754148	0.944827586206897	0.339108910891089
421	TM, 10X	Lung.natural killer cell	All	AND	Ncr1, Klrb1c, Gzmb, Klre1, Cma1	0.825147347740668	0.504807692307692	0.626398210290828
422	TM, 10X	Lung.natural killer cell	Tissue	AND	Ncr1, Klrb1c, Gzmb, Klre1, Cma1	0.995260663507109	0.504807692307692	0.669856459330143
423	TM, 10X	Lung.natural killer cell	All	OR	Ncr1, Klrb1c, Gzmb, Klre1, Cma1	0.347390396659708	1	0.515649209792377
424	TM, 10X	Lung.natural killer cell	Tissue	OR	Ncr1, Klrb1c, Gzmb, Klre1, Cma1	0.643464810518175	1	0.783058823529412
425	TM, 10X	Lung.stromal cell	All	AND	Foxf2, Mamdc2, Tcf21, Ppp1r14a, Itga8	0.973643410852713	0.247829518547751	0.39509279647688
426	TM, 10X	Lung.stromal cell	Tissue	AND	Foxf2, Mamdc2, Tcf21, Ppp1r14a, Itga8	0.973643410852713	0.247829518547751	0.39509279647688
427	TM, 10X	Lung.stromal cell	All	OR	Foxf2, Mamdc2, Tcf21, Ppp1r14a, Itga8	0.321044755815535	0.931333859510655	0.47749114820435
428	TM, 10X	Lung.stromal cell	Tissue	OR	Foxf2, Mamdc2, Tcf21, Ppp1r14a, Itga8	0.823447313328681	0.931333859510655	0.874074074074074
429	TM, 10X	Lung.T cell	All	AND	Cd40lg, Sftpc, Cd28, 2010016I18Rik, Ms4a4b	0.8	0.016260162601626	0.0318725099601594
430	TM, 10X	Lung.T cell	Tissue	AND	Cd40lg, Sftpc, Cd28, 2010016I18Rik, Ms4a4b	0.8	0.016260162601626	0.0318725099601594
431	TM, 10X	Lung.T cell	All	OR	Cd40lg, Sftpc, Cd28, 2010016I18Rik, Ms4a4b	0.0241911097671606	0.975609756097561	0.0472115668338743
432	TM, 10X	Lung.T cell	Tissue	OR	Cd40lg, Sftpc, Cd28, 2010016I18Rik, Ms4a4b	0.0702165008777063	0.975609756097561	0.131004366812227
433	TM, 10X	Lung.type II pneumocyte	All	AND	Prmt8, Pla2g1b, Sfta2, Cldn18, Lgi3	1	0.550561797752809	0.710144927536232
434	TM, 10X	Lung.type II pneumocyte	Tissue	AND	Prmt8, Pla2g1b, Sfta2, Cldn18, Lgi3	1	0.550561797752809	0.710144927536232
435	TM, 10X	Lung.type II pneumocyte	All	OR	Prmt8, Pla2g1b, Sfta2, Cldn18, Lgi3	0.191810344827586	1	0.321880650994575
436	TM, 10X	Lung.type II pneumocyte	Tissue	OR	Prmt8, Pla2g1b, Sfta2, Cldn18, Lgi3	0.306896551724138	1	0.469656992084433
437	TM, 10X	Mammary.B cell	All	AND	A530032D15Rik, Cd86, Cd83, H2-DMb2, B3gnt7	0.5	0.00654450261780105	0.0129198966408269
438	TM, 10X	Mammary.B cell	Tissue	AND	A530032D15Rik, Cd86, Cd83, H2-DMb2, B3gnt7	1	0.00654450261780105	0.0130039011703511
439	TM, 10X	Mammary.B cell	All	OR	A530032D15Rik, Cd86, Cd83, H2-DMb2, B3gnt7	0.0761976208337799	0.930628272251309	0.140861812778603
440	TM, 10X	Mammary.B cell	Tissue	OR	A530032D15Rik, Cd86, Cd83, H2-DMb2, B3gnt7	0.44914718888187	0.930628272251309	0.605879846612697
441	TM, 10X	Mammary.basal cell	All	AND	Cnn1, Il17b, Speer4e, Sox10, Clca2	1	0.139949109414758	0.245535714285714
442	TM, 10X	Mammary.basal cell	Tissue	AND	Cnn1, Il17b, Speer4e, Sox10, Clca2	1	0.139949109414758	0.245535714285714
443	TM, 10X	Mammary.basal cell	All	OR	Cnn1, Il17b, Speer4e, Sox10, Clca2	0.204857444561774	0.987277353689567	0.339309138609532
444	TM, 10X	Mammary.basal cell	Tissue	OR	Cnn1, Il17b, Speer4e, Sox10, Clca2	0.420824295010846	0.987277353689567	0.590114068441065
445	TM, 10X	Mammary.endothelial cell	All	AND	Sele, Cxcl9, Ubd, Gpr4, Cyyr1	1	0.0438247011952191	0.083969465648855
446	TM, 10X	Mammary.endothelial cell	Tissue	AND	Sele, Cxcl9, Ubd, Gpr4, Cyyr1	1	0.0438247011952191	0.083969465648855
447	TM, 10X	Mammary.endothelial cell	All	OR	Sele, Cxcl9, Ubd, Gpr4, Cyyr1	0.0814116002795248	0.928286852589641	0.149694828140058
448	TM, 10X	Mammary.endothelial cell	Tissue	OR	Sele, Cxcl9, Ubd, Gpr4, Cyyr1	0.39424703891709	0.928286852589641	0.553444180522565
449	TM, 10X	Mammary.luminal cell of lactiferous duct	All	AND	Csn3, Expi, Atp6v1b1, Fcgbp, Aldh1a3	0.825	0.306976744186047	0.447457627118644
450	TM, 10X	Mammary.luminal cell of lactiferous duct	Tissue	AND	Csn3, Expi, Atp6v1b1, Fcgbp, Aldh1a3	0.825	0.306976744186047	0.447457627118644
451	TM, 10X	Mammary.luminal cell of lactiferous duct	All	OR	Csn3, Expi, Atp6v1b1, Fcgbp, Aldh1a3	0.14017521902378	0.781395348837209	0.237707817474354
452	TM, 10X	Mammary.luminal cell of lactiferous duct	Tissue	OR	Csn3, Expi, Atp6v1b1, Fcgbp, Aldh1a3	0.31638418079096	0.781395348837209	0.450402144772118
453	TM, 10X	Mammary.stromal cell	All	AND	Ifi205, Tmeff2, Ccl11, Mmp3, Postn	0.781456953642384	0.169296987087518	0.278301886792453
454	TM, 10X	Mammary.stromal cell	Tissue	AND	Ifi205, Tmeff2, Ccl11, Mmp3, Postn	1	0.169296987087518	0.289570552147239
455	TM, 10X	Mammary.stromal cell	All	OR	Ifi205, Tmeff2, Ccl11, Mmp3, Postn	0.0899885909868796	0.905308464849354	0.163704760669348
456	TM, 10X	Mammary.stromal cell	Tissue	OR	Ifi205, Tmeff2, Ccl11, Mmp3, Postn	0.378070701018574	0.905308464849354	0.533389687235841
457	TM, 10X	Mammary.T cell	All	AND	Ramp3, Itk, Cd3d, Cd3g, Cd3e	0.757510729613734	0.200568181818182	0.317160826594789
458	TM, 10X	Mammary.T cell	Tissue	AND	Ramp3, Itk, Cd3d, Cd3g, Cd3e	0.938829787234043	0.200568181818182	0.330524344569288
459	TM, 10X	Mammary.T cell	All	OR	Ramp3, Itk, Cd3d, Cd3g, Cd3e	0.16931165417194	0.988068181818182	0.289086526473277
460	TM, 10X	Mammary.T cell	Tissue	OR	Ramp3, Itk, Cd3d, Cd3g, Cd3e	0.64960776989167	0.988068181818182	0.783862970475547
461	TM, 10X	Marrow.B cell	All	AND	Igll1, Tmprss3, Vpreb1, Cecr2, Vpreb2	0.857142857142857	0.0153846153846154	0.0302267002518892
462	TM, 10X	Marrow.B cell	Tissue	AND	Igll1, Tmprss3, Vpreb1, Cecr2, Vpreb2	0.857142857142857	0.0153846153846154	0.0302267002518892
463	TM, 10X	Marrow.B cell	All	OR	Igll1, Tmprss3, Vpreb1, Cecr2, Vpreb2	0.138067061143984	0.717948717948718	0.231596360628619
464	TM, 10X	Marrow.B cell	Tissue	OR	Igll1, Tmprss3, Vpreb1, Cecr2, Vpreb2	0.396600566572238	0.717948717948718	0.510948905109489
465	TM, 10X	Marrow.erythrocyte	All	AND	Trim10, Hbq1b, Slc4a1, Gypa, Tspo2	0.275590551181102	0.492957746478873	0.353535353535354
466	TM, 10X	Marrow.erythrocyte	Tissue	AND	Trim10, Hbq1b, Slc4a1, Gypa, Tspo2	0.278884462151394	0.492957746478873	0.356234096692112
467	TM, 10X	Marrow.erythrocyte	All	OR	Trim10, Hbq1b, Slc4a1, Gypa, Tspo2	0.169047619047619	1	0.289205702647658
468	TM, 10X	Marrow.erythrocyte	Tissue	OR	Trim10, Hbq1b, Slc4a1, Gypa, Tspo2	0.189333333333333	1	0.318385650224215
469	TM, 10X	Marrow.granulocyte	All	AND	Itgb2l, Cd177, Mmp9, Fpr2, Ceacam10	0.948837209302326	0.264935064935065	0.414213197969543
470	TM, 10X	Marrow.granulocyte	Tissue	AND	Itgb2l, Cd177, Mmp9, Fpr2, Ceacam10	0.957746478873239	0.264935064935065	0.415055951169888
471	TM, 10X	Marrow.granulocyte	All	OR	Itgb2l, Cd177, Mmp9, Fpr2, Ceacam10	0.264522821576763	0.993506493506494	0.417804478427089
472	TM, 10X	Marrow.granulocyte	Tissue	OR	Itgb2l, Cd177, Mmp9, Fpr2, Ceacam10	0.40326831839747	0.993506493506494	0.573678290213723
473	TM, 10X	Marrow.hematopoietic stem cell	All	AND	Ctsg, Elane, Ms4a3, Prtn3, Mpo	0.927710843373494	0.278783490224475	0.428730512249443
474	TM, 10X	Marrow.hematopoietic stem cell	Tissue	AND	Ctsg, Elane, Ms4a3, Prtn3, Mpo	0.932203389830508	0.278783490224475	0.429208472686734
475	TM, 10X	Marrow.hematopoietic stem cell	All	OR	Ctsg, Elane, Ms4a3, Prtn3, Mpo	0.381370826010545	0.942795076031861	0.543065693430657
476	TM, 10X	Marrow.hematopoietic stem cell	Tissue	OR	Ctsg, Elane, Ms4a3, Prtn3, Mpo	0.441206370721789	0.942795076031861	0.601108033240997
477	TM, 10X	Marrow.macrophage	All	AND	Cd300c, Siglech, Havcr1, Atp2a1, Klk1b27	0.633333333333333	0.0855855855855856	0.150793650793651
478	TM, 10X	Marrow.macrophage	Tissue	AND	Cd300c, Siglech, Havcr1, Atp2a1, Klk1b27	0.95	0.0855855855855856	0.15702479338843
479	TM, 10X	Marrow.macrophage	All	OR	Cd300c, Siglech, Havcr1, Atp2a1, Klk1b27	0.233438485804416	1	0.378516624040921
480	TM, 10X	Marrow.macrophage	Tissue	OR	Cd300c, Siglech, Havcr1, Atp2a1, Klk1b27	0.556390977443609	1	0.714975845410628
481	TM, 10X	Marrow.monocyte	All	AND	Gm9733, Galnt9, Klra2, Cx3cr1, Clec4a1	0.536363636363636	0.113026819923372	0.186708860759494
482	TM, 10X	Marrow.monocyte	Tissue	AND	Gm9733, Galnt9, Klra2, Cx3cr1, Clec4a1	0.951612903225806	0.113026819923372	0.202054794520548
483	TM, 10X	Marrow.monocyte	All	OR	Gm9733, Galnt9, Klra2, Cx3cr1, Clec4a1	0.136143931256713	0.971264367816092	0.238813000471032
484	TM, 10X	Marrow.monocyte	Tissue	OR	Gm9733, Galnt9, Klra2, Cx3cr1, Clec4a1	0.396403440187647	0.971264367816092	0.563020544142143
485	TM, 10X	Marrow.T cell	All	AND	Klra6, Xcl1, Cd160, Klra1, Samd3	0.545454545454545	0.037037037037037	0.069364161849711
486	TM, 10X	Marrow.T cell	Tissue	AND	Klra6, Xcl1, Cd160, Klra1, Samd3	1	0.037037037037037	0.0714285714285714
487	TM, 10X	Marrow.T cell	All	OR	Klra6, Xcl1, Cd160, Klra1, Samd3	0.0620931397095643	0.765432098765432	0.114867994441871
488	TM, 10X	Marrow.T cell	Tissue	OR	Klra6, Xcl1, Cd160, Klra1, Samd3	0.587677725118483	0.765432098765432	0.664879356568364
489	TM, 10X	Muscle.B cell	All	AND	B3gnt7, H2-DMb2, Cd86, A530032D15Rik, Cd83	0.5	0.0107991360691145	0.0211416490486258
490	TM, 10X	Muscle.B cell	Tissue	AND	B3gnt7, H2-DMb2, Cd86, A530032D15Rik, Cd83	1	0.0107991360691145	0.0213675213675214
491	TM, 10X	Muscle.B cell	All	OR	B3gnt7, H2-DMb2, Cd86, A530032D15Rik, Cd83	0.0439395563176508	0.885529157667387	0.0837247294261793
492	TM, 10X	Muscle.B cell	Tissue	OR	B3gnt7, H2-DMb2, Cd86, A530032D15Rik, Cd83	0.430220356768101	0.885529157667387	0.57909604519774
493	TM, 10X	Muscle.chondroblast	All	AND	Ptx4, Tnmd, Kera, Angptl7, Mkx	0.986111111111111	0.186842105263158	0.314159292035398
494	TM, 10X	Muscle.chondroblast	Tissue	AND	Ptx4, Tnmd, Kera, Angptl7, Mkx	0.986111111111111	0.186842105263158	0.314159292035398
495	TM, 10X	Muscle.chondroblast	All	OR	Ptx4, Tnmd, Kera, Angptl7, Mkx	0.241779497098646	0.986842105263158	0.388399792853444
496	TM, 10X	Muscle.chondroblast	Tissue	OR	Ptx4, Tnmd, Kera, Angptl7, Mkx	0.460122699386503	0.986842105263158	0.627615062761506
497	TM, 10X	Muscle.endothelial cell	All	AND	C1qtnf9, Aqp7, Sox17, Timp4, Tcf15	0.726666666666667	0.168992248062016	0.274213836477987
498	TM, 10X	Muscle.endothelial cell	Tissue	AND	C1qtnf9, Aqp7, Sox17, Timp4, Tcf15	0.973214285714286	0.168992248062016	0.287978863936592
499	TM, 10X	Muscle.endothelial cell	All	OR	C1qtnf9, Aqp7, Sox17, Timp4, Tcf15	0.278908521583538	0.966666666666667	0.432910952959556
500	TM, 10X	Muscle.endothelial cell	Tissue	OR	C1qtnf9, Aqp7, Sox17, Timp4, Tcf15	0.730093676814988	0.966666666666667	0.831887925283522
501	TM, 10X	Muscle.macrophage	All	AND	Fcrls, Ccl24, Cd163, Folr2, C3ar1	0.311111111111111	0.0909090909090909	0.14070351758794
502	TM, 10X	Muscle.macrophage	Tissue	AND	Fcrls, Ccl24, Cd163, Folr2, C3ar1	1	0.0909090909090909	0.166666666666667
503	TM, 10X	Muscle.macrophage	All	OR	Fcrls, Ccl24, Cd163, Folr2, C3ar1	0.141426045963465	0.779220779220779	0.239401496259352
504	TM, 10X	Muscle.macrophage	Tissue	OR	Fcrls, Ccl24, Cd163, Folr2, C3ar1	0.697674418604651	0.779220779220779	0.736196319018405
505	TM, 10X	Muscle.mesenchymal stem cell	All	AND	Lrrn4cl, Ccl11, Ifi205, Col5a3, Mnda	0.735849056603774	0.351035103510351	0.475319926873857
506	TM, 10X	Muscle.mesenchymal stem cell	Tissue	AND	Lrrn4cl, Ccl11, Ifi205, Col5a3, Mnda	0.970149253731343	0.351035103510351	0.515532055518837
507	TM, 10X	Muscle.mesenchymal stem cell	All	OR	Lrrn4cl, Ccl11, Ifi205, Col5a3, Mnda	0.156134882402947	0.991899189918992	0.269800465173216
508	TM, 10X	Muscle.mesenchymal stem cell	Tissue	OR	Lrrn4cl, Ccl11, Ifi205, Col5a3, Mnda	0.520056630486078	0.991899189918992	0.682352941176471
509	TM, 10X	Muscle.skeletal muscle satellite cell	All	AND	Asb5, Chrdl2, Cdh15, Myf5, Myod1	1	0.0601719197707736	0.113513513513513
510	TM, 10X	Muscle.skeletal muscle satellite cell	Tissue	AND	Asb5, Chrdl2, Cdh15, Myf5, Myod1	1	0.0601719197707736	0.113513513513513
511	TM, 10X	Muscle.skeletal muscle satellite cell	All	OR	Asb5, Chrdl2, Cdh15, Myf5, Myod1	0.505139500734214	0.98567335243553	0.667961165048544
512	TM, 10X	Muscle.skeletal muscle satellite cell	Tissue	OR	Asb5, Chrdl2, Cdh15, Myf5, Myod1	0.677165354330709	0.98567335243553	0.802800466744457
513	TM, 10X	Muscle.T cell	All	AND	Icos, Ctla4, Cxcr6, Cd3e, Tnfrsf25	0.133333333333333	0.00619195046439629	0.0118343195266272
514	TM, 10X	Muscle.T cell	Tissue	AND	Icos, Ctla4, Cxcr6, Cd3e, Tnfrsf25	0.5	0.00619195046439629	0.0122324159021407
515	TM, 10X	Muscle.T cell	All	OR	Icos, Ctla4, Cxcr6, Cd3e, Tnfrsf25	0.0444172155000766	0.897832817337461	0.0846468184471687
516	TM, 10X	Muscle.T cell	Tissue	OR	Icos, Ctla4, Cxcr6, Cd3e, Tnfrsf25	0.736040609137056	0.897832817337461	0.808926080892608
517	TM, 10X	Muscle.unknown	All	AND	Rgs4, Casq2, Rgs5, Itga7, Higd1b	0.618181818181818	0.108974358974359	0.185286103542234
518	TM, 10X	Muscle.unknown	Tissue	AND	Rgs4, Casq2, Rgs5, Itga7, Higd1b	0.971428571428571	0.108974358974359	0.195965417867435
519	TM, 10X	Muscle.unknown	All	OR	Rgs4, Casq2, Rgs5, Itga7, Higd1b	0.0939112487100103	0.583333333333333	0.161777777777778
520	TM, 10X	Muscle.unknown	Tissue	OR	Rgs4, Casq2, Rgs5, Itga7, Higd1b	0.393088552915767	0.583333333333333	0.469677419354839
521	TM, 10X	Spleen.B cell	All	AND	Ms4a1, Faim3, Cd79b, Cd79a, Tnfrsf13c	0.881850853548967	0.583705025275052	0.702451243514045
522	TM, 10X	Spleen.B cell	Tissue	AND	Ms4a1, Faim3, Cd79b, Cd79a, Tnfrsf13c	0.973710317460317	0.583705025275052	0.729875441531883
523	TM, 10X	Spleen.B cell	All	OR	Ms4a1, Faim3, Cd79b, Cd79a, Tnfrsf13c	0.483968585632971	0.998661909009813	0.651977675321524
524	TM, 10X	Spleen.B cell	Tissue	OR	Ms4a1, Faim3, Cd79b, Cd79a, Tnfrsf13c	0.804720258775608	0.998661909009813	0.89126252239103
525	TM, 10X	Spleen.dendritic cell	All	AND	Gm8221, Apol7c, A530099J19Rik, Xcr1, Tlr11	0.9375	0.104166666666667	0.1875
