	gene	chr	start	end	tissue	cell.type
11157	Sdr42e1	chr8	120169401	120171411	Liver	Liver.hepatocyte
11158	Sdr42e1	chr8	120184249	120186175	Liver	Liver.hepatocyte
11159	Sdr42e1	chr8	120191143	120191686	Liver	Liver.hepatocyte
11160	Sdr42e1	chr8	120193175	120193549	Liver	Liver.hepatocyte
11161	Sdr42e1	chr8	120199875	120201330	Liver	Liver.hepatocyte
11162	Sdr42e1	chr8	120201481	120201961	Liver	Liver.hepatocyte
11163	Sdr42e1	chr8	120227172	120227872	Liver	Liver.hepatocyte
11164	Sdr42e1	chr8	120241746	120242992	Liver	Liver.hepatocyte
9704	Oaf	chr9	43034715	43036279	Liver	Liver.hepatocyte
9705	Oaf	chr9	43042546	43043170	Liver	Liver.hepatocyte
9706	Oaf	chr9	43043399	43043919	Liver	Liver.hepatocyte
9707	Oaf	chr9	43053732	43054490	Liver	Liver.hepatocyte
9708	Oaf	chr9	43070924	43072678	Liver	Liver.hepatocyte
11630.1	Slc25a45	chr19	5831476	5831887	Liver	Liver.hepatocyte
11631.1	Slc25a45	chr19	5832018	5832262	Liver	Liver.hepatocyte
11632.1	Slc25a45	chr19	5834285	5835002	Liver	Liver.hepatocyte
11633.1	Slc25a45	chr19	5836015	5836253	Liver	Liver.hepatocyte
11634.1	Slc25a45	chr19	5840477	5840712	Liver	Liver.hepatocyte
11635.1	Slc25a45	chr19	5841377	5841877	Liver	Liver.hepatocyte
11636.1	Slc25a45	chr19	5848040	5848759	Liver	Liver.hepatocyte
11637.1	Slc25a45	chr19	5849259	5849649	Liver	Liver.hepatocyte
11638.1	Slc25a45	chr19	5849837	5850536	Liver	Liver.hepatocyte
5666	Cebpa	chr7	35901501	35902468	Liver	Liver.hepatocyte
5667	Cebpa	chr7	35908128	35908845	Liver	Liver.hepatocyte
5668	Cebpa	chr7	35912046	35914717	Liver	Liver.hepatocyte
5669	Cebpa	chr7	35919314	35920381	Liver	Liver.hepatocyte
5670	Cebpa	chr7	35928622	35929857	Liver	Liver.hepatocyte
5671	Cebpa	chr7	35931129	35931766	Liver	Liver.hepatocyte
5937	Comt	chr16	18405576	18406984	Liver	Liver.hepatocyte
5938	Comt	chr16	18410971	18412546	Liver	Liver.hepatocyte
5939	Comt	chr16	18416065	18417316	Liver	Liver.hepatocyte
5940	Comt	chr16	18417678	18418362	Liver	Liver.hepatocyte
5941	Comt	chr16	18427997	18429188	Liver	Liver.hepatocyte
5942	Comt	chr16	18433175	18434254	Liver	Liver.hepatocyte
12738	Txnrd2	chr16	18405576	18406984	Liver	Liver.hepatocyte
12739	Txnrd2	chr16	18410971	18412546	Liver	Liver.hepatocyte
12740	Txnrd2	chr16	18416065	18417316	Liver	Liver.hepatocyte
12741	Txnrd2	chr16	18417678	18418362	Liver	Liver.hepatocyte
12742	Txnrd2	chr16	18427997	18429188	Liver	Liver.hepatocyte
12743	Txnrd2	chr16	18433175	18434254	Liver	Liver.hepatocyte
64	2310015A10Rik	chr12	81210846	81211204	Heart	Heart.cardiac muscle cell
65	2310015A10Rik	chr12	81237118	81237932	Heart	Heart.cardiac muscle cell
66	2310015A10Rik	chr12	81246245	81248102	Heart	Heart.cardiac muscle cell
14463	Zfp36l1	chr12	81207756	81208623	Spleen	Spleen.B cell
4700	Aldh1l1	chr6	90456089	90459449	Liver	Liver.hepatocyte
4701	Aldh1l1	chr6	90464078	90465540	Liver	Liver.hepatocyte
8508.1	Klf15	chr6	90416012	90416478	Liver	Liver.hepatocyte
8509.1	Klf15	chr6	90416941	90417337	Liver	Liver.hepatocyte
8510.1	Klf15	chr6	90420819	90422002	Liver	Liver.hepatocyte
8511	Klf15	chr6	90436103	90437068	Liver	Liver.hepatocyte
8512	Klf15	chr6	90437499	90437902	Liver	Liver.hepatocyte
8513	Klf15	chr6	90441787	90442915	Liver	Liver.hepatocyte
8514	Klf15	chr6	90456089	90459449	Liver	Liver.hepatocyte
12670	Ttc39c	chr18	12793013	12794715	Liver	Liver.hepatocyte
12671	Ttc39c	chr18	12795308	12796634	Liver	Liver.hepatocyte
12672	Ttc39c	chr18	12800255	12800667	Liver	Liver.hepatocyte
12673	Ttc39c	chr18	12800717	12803134	Liver	Liver.hepatocyte
12674	Ttc39c	chr18	12803272	12803802	Liver	Liver.hepatocyte
12675	Ttc39c	chr18	12804143	12804818	Liver	Liver.hepatocyte
12676	Ttc39c	chr18	12812346	12813011	Liver	Liver.hepatocyte
12677	Ttc39c	chr18	12815207	12815944	Liver	Liver.hepatocyte
4162	4930581F22Rik	chr9	34930094	34932396	Liver	Liver.hepatocyte
4163	4930581F22Rik	chr9	34934494	34935114	Liver	Liver.hepatocyte
4164	4930581F22Rik	chr9	34935173	34935749	Liver	Liver.hepatocyte
4165	4930581F22Rik	chr9	34936125	34937110	Liver	Liver.hepatocyte
4166	4930581F22Rik	chr9	34945595	34947496	Liver	Liver.hepatocyte
6379	Dcps	chr9	34934494	34935114	Liver	Liver.hepatocyte
6380	Dcps	chr9	34935173	34935749	Liver	Liver.hepatocyte
6381	Dcps	chr9	34936125	34937110	Liver	Liver.hepatocyte
6382	Dcps	chr9	34945595	34947496	Liver	Liver.hepatocyte
5831	Clmn	chr12	106088161	106089036	Liver	Liver.hepatocyte
5832	Clmn	chr12	106089823	106090875	Liver	Liver.hepatocyte
203	Aco2	chr15	81661131	81662785	Heart	Heart.cardiac muscle cell
204.1	Aco2	chr15	81664513	81665062	Heart	Heart.cardiac muscle cell
205.1	Aco2	chr15	81665489	81665808	Heart	Heart.cardiac muscle cell
206.1	Aco2	chr15	81665907	81666413	Heart	Heart.cardiac muscle cell
207.1	Aco2	chr15	81666730	81668069	Heart	Heart.cardiac muscle cell
208.1	Aco2	chr15	81668980	81669631	Heart	Heart.cardiac muscle cell
209.1	Aco2	chr15	81669860	81670828	Heart	Heart.cardiac muscle cell
210.1	Aco2	chr15	81675440	81676708	Heart	Heart.cardiac muscle cell
211.1	Aco2	chr15	81679518	81680077	Heart	Heart.cardiac muscle cell
212.1	Aco2	chr15	81681123	81681794	Heart	Heart.cardiac muscle cell
213.1	Aco2	chr15	81681870	81682576	Heart	Heart.cardiac muscle cell
214.1	Aco2	chr15	81686480	81687140	Heart	Heart.cardiac muscle cell
2592	Phf5a	chr15	81661131	81662785	Heart	Heart.cardiac muscle cell
2593.1	Phf5a	chr15	81664513	81665062	Heart	Heart.cardiac muscle cell
2594.1	Phf5a	chr15	81665489	81665808	Heart	Heart.cardiac muscle cell
2595.1	Phf5a	chr15	81665907	81666413	Heart	Heart.cardiac muscle cell
2596.1	Phf5a	chr15	81666730	81668069	Heart	Heart.cardiac muscle cell
2597.1	Phf5a	chr15	81668980	81669631	Heart	Heart.cardiac muscle cell
2598.1	Phf5a	chr15	81669860	81670828	Heart	Heart.cardiac muscle cell
2599.1	Phf5a	chr15	81675440	81676708	Heart	Heart.cardiac muscle cell
2600.1	Phf5a	chr15	81679518	81680077	Heart	Heart.cardiac muscle cell
2601.1	Phf5a	chr15	81681123	81681794	Heart	Heart.cardiac muscle cell
2602.1	Phf5a	chr15	81681870	81682576	Heart	Heart.cardiac muscle cell
2603.1	Phf5a	chr15	81686480	81687140	Heart	Heart.cardiac muscle cell
3494	Tef	chr15	81661131	81662785	Heart	Heart.cardiac muscle cell
3495.1	Tef	chr15	81664513	81665062	Heart	Heart.cardiac muscle cell
3496.1	Tef	chr15	81665489	81665808	Heart	Heart.cardiac muscle cell
3497.1	Tef	chr15	81665907	81666413	Heart	Heart.cardiac muscle cell
3498.1	Tef	chr15	81666730	81668069	Heart	Heart.cardiac muscle cell
3499.1	Tef	chr15	81668980	81669631	Heart	Heart.cardiac muscle cell
3500.1	Tef	chr15	81669860	81670828	Heart	Heart.cardiac muscle cell
3501.1	Tef	chr15	81675440	81676708	Heart	Heart.cardiac muscle cell
3502.1	Tef	chr15	81679518	81680077	Heart	Heart.cardiac muscle cell
3503.1	Tef	chr15	81681123	81681794	Heart	Heart.cardiac muscle cell
3504.1	Tef	chr15	81681870	81682576	Heart	Heart.cardiac muscle cell
3505.1	Tef	chr15	81686480	81687140	Heart	Heart.cardiac muscle cell
4411	Aco2	chr15	81661131	81662785	Liver	Liver.hepatocyte
4412.1	Aco2	chr15	81665907	81666413	Liver	Liver.hepatocyte
4413.1	Aco2	chr15	81666730	81668069	Liver	Liver.hepatocyte
4414.1	Aco2	chr15	81668980	81669631	Liver	Liver.hepatocyte
4415.1	Aco2	chr15	81669860	81670828	Liver	Liver.hepatocyte
4416.1	Aco2	chr15	81675440	81676708	Liver	Liver.hepatocyte
4417.1	Aco2	chr15	81686480	81687140	Liver	Liver.hepatocyte
4418.1	Aco2	chr15	81691194	81691508	Liver	Liver.hepatocyte
10037	Phf5a	chr15	81661131	81662785	Liver	Liver.hepatocyte
10038.1	Phf5a	chr15	81665907	81666413	Liver	Liver.hepatocyte
10039.1	Phf5a	chr15	81666730	81668069	Liver	Liver.hepatocyte
10040.1	Phf5a	chr15	81668980	81669631	Liver	Liver.hepatocyte
10041.1	Phf5a	chr15	81669860	81670828	Liver	Liver.hepatocyte
10042.1	Phf5a	chr15	81675440	81676708	Liver	Liver.hepatocyte
10043.1	Phf5a	chr15	81686480	81687140	Liver	Liver.hepatocyte
10044.1	Phf5a	chr15	81691194	81691508	Liver	Liver.hepatocyte
12226	Tef	chr15	81661131	81662785	Liver	Liver.hepatocyte
12227.1	Tef	chr15	81665907	81666413	Liver	Liver.hepatocyte
12228.1	Tef	chr15	81666730	81668069	Liver	Liver.hepatocyte
12229.1	Tef	chr15	81668980	81669631	Liver	Liver.hepatocyte
12230.1	Tef	chr15	81669860	81670828	Liver	Liver.hepatocyte
12231.1	Tef	chr15	81675440	81676708	Liver	Liver.hepatocyte
12232.1	Tef	chr15	81686480	81687140	Liver	Liver.hepatocyte
12233.1	Tef	chr15	81691194	81691508	Liver	Liver.hepatocyte
12486	Tob2	chr15	81661131	81662785	Liver	Liver.hepatocyte
12487.1	Tob2	chr15	81665907	81666413	Liver	Liver.hepatocyte
12488.1	Tob2	chr15	81666730	81668069	Liver	Liver.hepatocyte
12489.1	Tob2	chr15	81668980	81669631	Liver	Liver.hepatocyte
12490.1	Tob2	chr15	81669860	81670828	Liver	Liver.hepatocyte
12491.1	Tob2	chr15	81675440	81676708	Liver	Liver.hepatocyte
12492.1	Tob2	chr15	81686480	81687140	Liver	Liver.hepatocyte
12493.1	Tob2	chr15	81691194	81691508	Liver	Liver.hepatocyte
4605	Ahcy	chr2	154875907	154877484	Liver	Liver.hepatocyte
4606	Ahcy	chr2	154878390	154878967	Liver	Liver.hepatocyte
4607	Ahcy	chr2	154881740	154882991	Liver	Liver.hepatocyte
4608	Ahcy	chr2	154884877	154885408	Liver	Liver.hepatocyte
4609	Ahcy	chr2	154905165	154907484	Liver	Liver.hepatocyte
4610	Ahcy	chr2	154907851	154908685	Liver	Liver.hepatocyte
4611	Ahcy	chr2	154910261	154910665	Liver	Liver.hepatocyte
4612	Ahcy	chr2	154916646	154917927	Liver	Liver.hepatocyte
4613	Ahcy	chr2	154924489	154927114	Liver	Liver.hepatocyte
4614	Ahcy	chr2	154927405	154928130	Liver	Liver.hepatocyte
8387	Itch	chr2	154910261	154910665	Liver	Liver.hepatocyte
8388	Itch	chr2	154916646	154917927	Liver	Liver.hepatocyte
8389	Itch	chr2	154924489	154927114	Liver	Liver.hepatocyte
8390	Itch	chr2	154927405	154928130	Liver	Liver.hepatocyte
4737	Alg12	chr15	88659785	88660837	Liver	Liver.hepatocyte
4738	Alg12	chr15	88661153	88662343	Liver	Liver.hepatocyte
4739.1	Alg12	chr15	88680487	88682856	Liver	Liver.hepatocyte
4740.1	Alg12	chr15	88688409	88689089	Liver	Liver.hepatocyte
4741.1	Alg12	chr15	88697565	88698954	Liver	Liver.hepatocyte
6055	Creld2	chr15	88659785	88660837	Liver	Liver.hepatocyte
6056	Creld2	chr15	88661153	88662343	Liver	Liver.hepatocyte
6057.1	Creld2	chr15	88680487	88682856	Liver	Liver.hepatocyte
6058.1	Creld2	chr15	88688409	88689089	Liver	Liver.hepatocyte
6059.1	Creld2	chr15	88697565	88698954	Liver	Liver.hepatocyte
10094	Pim3	chr15	88659785	88660837	Liver	Liver.hepatocyte
10095	Pim3	chr15	88661153	88662343	Liver	Liver.hepatocyte
10096.1	Pim3	chr15	88680487	88682856	Liver	Liver.hepatocyte
10097.1	Pim3	chr15	88688409	88689089	Liver	Liver.hepatocyte
10098.1	Pim3	chr15	88697565	88698954	Liver	Liver.hepatocyte
10099.1	Pim3	chr15	88701139	88701674	Liver	Liver.hepatocyte
5859	Cmah	chr13	24421815	24422563	Liver	Liver.hepatocyte
5860	Cmah	chr13	24429598	24431077	Liver	Liver.hepatocyte
5861	Cmah	chr13	24444835	24445451	Liver	Liver.hepatocyte
5862	Cmah	chr13	24446043	24447472	Liver	Liver.hepatocyte
5863	Cmah	chr13	24455158	24456243	Liver	Liver.hepatocyte
5864	Cmah	chr13	24456859	24457814	Liver	Liver.hepatocyte
6617.1	Dpm3	chr3	89088180	89088497	Liver	Liver.hepatocyte
6618	Dpm3	chr3	89091995	89093040	Liver	Liver.hepatocyte
6619	Dpm3	chr3	89097000	89098731	Liver	Liver.hepatocyte
6620	Dpm3	chr3	89102901	89104656	Liver	Liver.hepatocyte
6703.1	Efna1	chr3	89088180	89088497	Liver	Liver.hepatocyte
6704	Efna1	chr3	89091995	89093040	Liver	Liver.hepatocyte
6705	Efna1	chr3	89097000	89098731	Liver	Liver.hepatocyte
6706	Efna1	chr3	89102901	89104656	Liver	Liver.hepatocyte
6708.1	Efna3	chr3	89088180	89088497	Liver	Liver.hepatocyte
6709	Efna3	chr3	89091995	89093040	Liver	Liver.hepatocyte
6710	Efna3	chr3	89097000	89098731	Liver	Liver.hepatocyte
6711	Efna3	chr3	89102901	89104656	Liver	Liver.hepatocyte
6296	Cyp8b1	chr9	121798758	121800798	Liver	Liver.hepatocyte
6297	Cyp8b1	chr9	121811244	121811736	Liver	Liver.hepatocyte
6298	Cyp8b1	chr9	121812591	121813893	Liver	Liver.hepatocyte
6299	Cyp8b1	chr9	121814091	121815969	Liver	Liver.hepatocyte
6300	Cyp8b1	chr9	121820719	121821352	Liver	Liver.hepatocyte
6301	Cyp8b1	chr9	121821960	121822643	Liver	Liver.hepatocyte
6302	Cyp8b1	chr9	121830331	121830647	Liver	Liver.hepatocyte
6303	Cyp8b1	chr9	121832543	121833406	Liver	Liver.hepatocyte
7022	Fam198a	chr9	121811244	121811736	Liver	Liver.hepatocyte
7023	Fam198a	chr9	121812591	121813893	Liver	Liver.hepatocyte
7024	Fam198a	chr9	121814091	121815969	Liver	Liver.hepatocyte
7025	Fam198a	chr9	121820719	121821352	Liver	Liver.hepatocyte
7026	Fam198a	chr9	121821960	121822643	Liver	Liver.hepatocyte
7027	Fam198a	chr9	121830331	121830647	Liver	Liver.hepatocyte
7028	Fam198a	chr9	121832543	121833406	Liver	Liver.hepatocyte
7984	Higd1a	chr9	121798758	121800798	Liver	Liver.hepatocyte
7985	Higd1a	chr9	121811244	121811736	Liver	Liver.hepatocyte
7986	Higd1a	chr9	121812591	121813893	Liver	Liver.hepatocyte
7987	Higd1a	chr9	121814091	121815969	Liver	Liver.hepatocyte
11045	Rxra	chr2	27526987	27527733	Liver	Liver.hepatocyte
11046	Rxra	chr2	27534402	27535952	Liver	Liver.hepatocyte
11047	Rxra	chr2	27537562	27538082	Liver	Liver.hepatocyte
11048	Rxra	chr2	27541511	27542224	Liver	Liver.hepatocyte
958.1	Dohh	chr10	80874054	80875609	Heart	Heart.cardiac muscle cell
959.1	Dohh	chr10	80876613	80877156	Heart	Heart.cardiac muscle cell
960.1	Dohh	chr10	80886988	80887986	Heart	Heart.cardiac muscle cell
961.1	Dohh	chr10	80888036	80888365	Heart	Heart.cardiac muscle cell
962.1	Dohh	chr10	80892285	80893364	Heart	Heart.cardiac muscle cell
963.1	Dohh	chr10	80893439	80894688	Heart	Heart.cardiac muscle cell
964.1	Dohh	chr10	80895360	80897104	Heart	Heart.cardiac muscle cell
6605.1	Dohh	chr10	80874054	80875609	Liver	Liver.hepatocyte
6606.1	Dohh	chr10	80882296	80883341	Liver	Liver.hepatocyte
6607.1	Dohh	chr10	80884992	80885413	Liver	Liver.hepatocyte
6608.1	Dohh	chr10	80893439	80894688	Liver	Liver.hepatocyte
6609.1	Dohh	chr10	80895360	80897104	Liver	Liver.hepatocyte
7306.1	Fzr1	chr10	80874054	80875609	Liver	Liver.hepatocyte
7307.1	Fzr1	chr10	80882296	80883341	Liver	Liver.hepatocyte
7308.1	Fzr1	chr10	80884992	80885413	Liver	Liver.hepatocyte
9478.1	Nfic	chr10	80874054	80875609	Liver	Liver.hepatocyte
9479.1	Nfic	chr10	80882296	80883341	Liver	Liver.hepatocyte
9480.1	Nfic	chr10	80884992	80885413	Liver	Liver.hepatocyte
9481.1	Nfic	chr10	80893439	80894688	Liver	Liver.hepatocyte
9482.1	Nfic	chr10	80895360	80897104	Liver	Liver.hepatocyte
3181	Shb	chr4	45496568	45497495	Heart	Heart.cardiac muscle cell
3182	Shb	chr4	45501956	45503034	Heart	Heart.cardiac muscle cell
3183	Shb	chr4	45521129	45522098	Heart	Heart.cardiac muscle cell
3184	Shb	chr4	45522821	45523483	Heart	Heart.cardiac muscle cell
3185	Shb	chr4	45526009	45527614	Heart	Heart.cardiac muscle cell
3186	Shb	chr4	45540862	45541257	Heart	Heart.cardiac muscle cell
11364	Shb	chr4	45496568	45497495	Liver	Liver.hepatocyte
11365	Shb	chr4	45500263	45501050	Liver	Liver.hepatocyte
11366	Shb	chr4	45504147	45504899	Liver	Liver.hepatocyte
11367	Shb	chr4	45526009	45527614	Liver	Liver.hepatocyte
11368	Shb	chr4	45534188	45535244	Liver	Liver.hepatocyte
11369	Shb	chr4	45536719	45537091	Liver	Liver.hepatocyte
11370	Shb	chr4	45541738	45542095	Liver	Liver.hepatocyte
385	Apoc1	chr7	20285642	20286945	Heart	Heart.cardiac muscle cell
3585	Tomm40	chr7	20285642	20286945	Heart	Heart.cardiac muscle cell
4917	Apoc1	chr7	20271910	20272891	Liver	Liver.hepatocyte
4918	Apoc1	chr7	20279640	20280371	Liver	Liver.hepatocyte
4919	Apoc1	chr7	20280457	20280835	Liver	Liver.hepatocyte
4920	Apoc1	chr7	20285642	20286945	Liver	Liver.hepatocyte
4922	Apoc2	chr7	20271910	20272891	Liver	Liver.hepatocyte
4923	Apoc2	chr7	20279640	20280371	Liver	Liver.hepatocyte
4924	Apoc2	chr7	20280457	20280835	Liver	Liver.hepatocyte
4925	Apoc2	chr7	20285642	20286945	Liver	Liver.hepatocyte
4938	Apoc4	chr7	20271910	20272891	Liver	Liver.hepatocyte
4939	Apoc4	chr7	20279640	20280371	Liver	Liver.hepatocyte
4940	Apoc4	chr7	20280457	20280835	Liver	Liver.hepatocyte
4941	Apoc4	chr7	20285642	20286945	Liver	Liver.hepatocyte
12500	Tomm40	chr7	20271910	20272891	Liver	Liver.hepatocyte
12501	Tomm40	chr7	20279640	20280371	Liver	Liver.hepatocyte
12502	Tomm40	chr7	20280457	20280835	Liver	Liver.hepatocyte
12503	Tomm40	chr7	20285642	20286945	Liver	Liver.hepatocyte
6766	Ell	chr8	73053198	73054140	Liver	Liver.hepatocyte
6767	Ell	chr8	73067830	73068754	Liver	Liver.hepatocyte
7230	Fkbp8	chr8	73053198	73054140	Liver	Liver.hepatocyte
7231	Fkbp8	chr8	73067830	73068754	Liver	Liver.hepatocyte
11138	Sdc4	chr2	164246809	164249548	Liver	Liver.hepatocyte
11139	Sdc4	chr2	164257198	164258786	Liver	Liver.hepatocyte
11140	Sdc4	chr2	164258973	164259347	Liver	Liver.hepatocyte
11141	Sdc4	chr2	164260248	164260643	Liver	Liver.hepatocyte
11142	Sdc4	chr2	164260750	164261566	Liver	Liver.hepatocyte
11143	Sdc4	chr2	164261802	164262847	Liver	Liver.hepatocyte
11144	Sdc4	chr2	164270218	164270577	Liver	Liver.hepatocyte
11145	Sdc4	chr2	164279441	164281669	Liver	Liver.hepatocyte
11146	Sdc4	chr2	164283393	164284029	Liver	Liver.hepatocyte
12101	Sys1	chr2	164246809	164249548	Liver	Liver.hepatocyte
12102	Sys1	chr2	164257198	164258786	Liver	Liver.hepatocyte
12103	Sys1	chr2	164258973	164259347	Liver	Liver.hepatocyte
12104	Sys1	chr2	164260248	164260643	Liver	Liver.hepatocyte
12105	Sys1	chr2	164260750	164261566	Liver	Liver.hepatocyte
12106	Sys1	chr2	164261802	164262847	Liver	Liver.hepatocyte
12107	Sys1	chr2	164270218	164270577	Liver	Liver.hepatocyte
12108	Sys1	chr2	164279441	164281669	Liver	Liver.hepatocyte
12109	Sys1	chr2	164283393	164284029	Liver	Liver.hepatocyte
14254	Sdc4	chr2	164246809	164249548	Spleen	Spleen.B cell
14255	Sdc4	chr2	164260750	164261566	Spleen	Spleen.B cell
1459.1	Hes6	chr1	93342479	93343458	Heart	Heart.cardiac muscle cell
7951.1	Hes6	chr1	93332667	93333896	Liver	Liver.hepatocyte
7952.1	Hes6	chr1	93336354	93337051	Liver	Liver.hepatocyte
7953.1	Hes6	chr1	93352143	93354072	Liver	Liver.hepatocyte
7954	Hes6	chr1	93359935	93360391	Liver	Liver.hepatocyte
8261.1	Ilkap	chr1	93332667	93333896	Liver	Liver.hepatocyte
8262.1	Ilkap	chr1	93336354	93337051	Liver	Liver.hepatocyte
9969.1	Per2	chr1	93332667	93333896	Liver	Liver.hepatocyte
9970.1	Per2	chr1	93336354	93337051	Liver	Liver.hepatocyte
9971.1	Per2	chr1	93352143	93354072	Liver	Liver.hepatocyte
9972	Per2	chr1	93359935	93360391	Liver	Liver.hepatocyte
4624	Ahsg	chr16	22877585	22877996	Liver	Liver.hepatocyte
4625	Ahsg	chr16	22879848	22882033	Liver	Liver.hepatocyte
4626	Ahsg	chr16	22886599	22887335	Liver	Liver.hepatocyte
4627	Ahsg	chr16	22888017	22888469	Liver	Liver.hepatocyte
4628	Ahsg	chr16	22898596	22901221	Liver	Liver.hepatocyte
6563	Dnajb11	chr16	22877585	22877996	Liver	Liver.hepatocyte
6564	Dnajb11	chr16	22879848	22882033	Liver	Liver.hepatocyte
6565	Dnajb11	chr16	22886599	22887335	Liver	Liver.hepatocyte
6566	Dnajb11	chr16	22888017	22888469	Liver	Liver.hepatocyte
6567	Dnajb11	chr16	22898596	22901221	Liver	Liver.hepatocyte
7139	Fetub	chr16	22877585	22877996	Liver	Liver.hepatocyte
7140	Fetub	chr16	22879848	22882033	Liver	Liver.hepatocyte
7141	Fetub	chr16	22886599	22887335	Liver	Liver.hepatocyte
7142	Fetub	chr16	22888017	22888469	Liver	Liver.hepatocyte
7143	Fetub	chr16	22898596	22901221	Liver	Liver.hepatocyte
12171	Tbccd1	chr16	22877585	22877996	Liver	Liver.hepatocyte
12172	Tbccd1	chr16	22879848	22882033	Liver	Liver.hepatocyte
12173	Tbccd1	chr16	22886599	22887335	Liver	Liver.hepatocyte
12174	Tbccd1	chr16	22888017	22888469	Liver	Liver.hepatocyte
12175	Tbccd1	chr16	22898596	22901221	Liver	Liver.hepatocyte
6713	Egfr	chr11	16641782	16643099	Liver	Liver.hepatocyte
6714	Egfr	chr11	16653694	16653981	Liver	Liver.hepatocyte
6715	Egfr	chr11	16683976	16684755	Liver	Liver.hepatocyte
2434	Nudt7	chr8	116667249	116668077	Heart	Heart.cardiac muscle cell
9675	Nudt7	chr8	116616921	116617746	Liver	Liver.hepatocyte
9676	Nudt7	chr8	116654811	116655672	Liver	Liver.hepatocyte
5299	Bcl6	chr16	23973759	23974389	Liver	Liver.hepatocyte
5300.1	Bcl6	chr16	23984292	23985848	Liver	Liver.hepatocyte
5301.1	Bcl6	chr16	23991246	23992467	Liver	Liver.hepatocyte
5302	Bcl6	chr16	23993329	23994625	Liver	Liver.hepatocyte
4783	Amdhd2	chr17	24348560	24350535	Liver	Liver.hepatocyte
5590	Ccnf	chr17	24348560	24350535	Liver	Liver.hepatocyte
5591	Ccnf	chr17	24361619	24362461	Liver	Liver.hepatocyte
5592	Ccnf	chr17	24362762	24363254	Liver	Liver.hepatocyte
5593	Ccnf	chr17	24363289	24364020	Liver	Liver.hepatocyte
4027	1700012D01Rik	chr10	127054423	127054716	Liver	Liver.hepatocyte
4028	1700012D01Rik	chr10	127056144	127056602	Liver	Liver.hepatocyte
9327	Nab2	chr10	127054423	127054716	Liver	Liver.hepatocyte
9328	Nab2	chr10	127056144	127056602	Liver	Liver.hepatocyte
5910	Col18a1	chr10	76557632	76557996	Liver	Liver.hepatocyte
5911	Col18a1	chr10	76560093	76561832	Liver	Liver.hepatocyte
5912	Col18a1	chr10	76566378	76566808	Liver	Liver.hepatocyte
5913	Col18a1	chr10	76571968	76573197	Liver	Liver.hepatocyte
5914	Col18a1	chr10	76574398	76574879	Liver	Liver.hepatocyte
5915	Col18a1	chr10	76578812	76580177	Liver	Liver.hepatocyte
5916	Col18a1	chr10	76580685	76581788	Liver	Liver.hepatocyte
5917	Col18a1	chr10	76581910	76582602	Liver	Liver.hepatocyte
3971	0610031O16Rik	chr3	137885517	137886363	Liver	Liver.hepatocyte
3972	0610031O16Rik	chr3	137887336	137887587	Liver	Liver.hepatocyte
3973	0610031O16Rik	chr3	137889942	137890506	Liver	Liver.hepatocyte
3974	0610031O16Rik	chr3	137894533	137894857	Liver	Liver.hepatocyte
3975	0610031O16Rik	chr3	137899539	137899857	Liver	Liver.hepatocyte
3976	0610031O16Rik	chr3	137900893	137901519	Liver	Liver.hepatocyte
3977	0610031O16Rik	chr3	137907364	137907877	Liver	Liver.hepatocyte
4501	Adh1	chr3	137894533	137894857	Liver	Liver.hepatocyte
4502	Adh1	chr3	137899539	137899857	Liver	Liver.hepatocyte
4503	Adh1	chr3	137900893	137901519	Liver	Liver.hepatocyte
4504	Adh1	chr3	137907364	137907877	Liver	Liver.hepatocyte
4517	Adh7	chr3	137885517	137886363	Liver	Liver.hepatocyte
4518	Adh7	chr3	137887336	137887587	Liver	Liver.hepatocyte
4519	Adh7	chr3	137889942	137890506	Liver	Liver.hepatocyte
4520	Adh7	chr3	137894533	137894857	Liver	Liver.hepatocyte
4521	Adh7	chr3	137899539	137899857	Liver	Liver.hepatocyte
4522	Adh7	chr3	137900893	137901519	Liver	Liver.hepatocyte
4523	Adh7	chr3	137907364	137907877	Liver	Liver.hepatocyte
8515.1	Klf9	chr19	23199804	23201329	Liver	Liver.hepatocyte
8516.1	Klf9	chr19	23207566	23211462	Liver	Liver.hepatocyte
8517.1	Klf9	chr19	23217087	23217733	Liver	Liver.hepatocyte
11007	Rps6kb1	chr11	86393142	86394525	Liver	Liver.hepatocyte
11008	Rps6kb1	chr11	86399738	86401773	Liver	Liver.hepatocyte
12714	Tubd1	chr11	86393142	86394525	Liver	Liver.hepatocyte
12715	Tubd1	chr11	86399738	86401773	Liver	Liver.hepatocyte
8203	Igf1	chr10	87347749	87348939	Liver	Liver.hepatocyte
8204	Igf1	chr10	87357168	87357895	Liver	Liver.hepatocyte
8205	Igf1	chr10	87357954	87358640	Liver	Liver.hepatocyte
8206	Igf1	chr10	87360049	87360429	Liver	Liver.hepatocyte
10752	Rbm47	chr5	66443835	66444722	Liver	Liver.hepatocyte
10753	Rbm47	chr5	66453140	66454516	Liver	Liver.hepatocyte
10754	Rbm47	chr5	66464851	66465750	Liver	Liver.hepatocyte
10755	Rbm47	chr5	66468710	66469165	Liver	Liver.hepatocyte
10756	Rbm47	chr5	66469798	66470245	Liver	Liver.hepatocyte
10757	Rbm47	chr5	66470578	66470972	Liver	Liver.hepatocyte
10758	Rbm47	chr5	66471841	66473877	Liver	Liver.hepatocyte
