"atlas","dataset","celltype","total_cells","total_features","rho","pvalue"
"MCA","Brain","Hypothalamic ependymal cell",9,5399,0.705020420553192,0
"MCA","Brain","Macrophage_Klf2 high",88,10043,0.552261181615133,0
"MCA","Brain","Macrophage_Lyz2 high",36,7963,0.60974252137671,0
"MCA","Brain","Microglia",338,11808,0.534975387421816,0
"MCA","Brain","Myelinating oligodendrocyte",3150,15886,0.460608204848823,0
"MCA","Brain","Neuron",48,8470,0.517630225396075,0
"MCA","Brain","Oligodendrocyte precursor cell",72,10734,0.493162162665443,0
"MCA","Brain","Pan-GABAergic",26,7586,0.602260237814207,0
"MCA","Brain","Schwann cell",16,6283,0.671557045299485,0
"MCA","EmbryonicMesenchyme","Dendritic Cell",66,8159,0.60385675441228,0
"MCA","EmbryonicMesenchyme","Endothelial Cell",14,4086,0.679681446060467,0
"MCA","EmbryonicMesenchyme","Erythroblast_Hbb-bs high",137,8078,0.583699107226512,0
"MCA","EmbryonicMesenchyme","Erythroblast_Mt2 high",19,5709,0.700899164954272,0
"MCA","EmbryonicMesenchyme","Erythroid Cell",174,7904,0.543596995793244,0
"MCA","EmbryonicMesenchyme","Ganglion cell_Cartpt high",35,6108,0.602911409688938,0
"MCA","EmbryonicMesenchyme","Ganglion cell_Gal high",24,5527,0.638311028809704,0
"MCA","EmbryonicMesenchyme","Ganglion cell_Mapt high",110,8898,0.525071245292536,0
"MCA","EmbryonicMesenchyme","Lymphoid progenitor cell",32,6303,0.662107445948921,0
"MCA","EmbryonicMesenchyme","Macrophage",295,11442,0.551094375952427,0
"MCA","EmbryonicMesenchyme","Muscle",228,10609,0.587861470191412,0
"MCA","EmbryonicMesenchyme","Neuron_Igfbpl1 high",213,10391,0.502755178459295,0
"MCA","EmbryonicMesenchyme","Neuron_Isl1 high",80,7944,0.567823708216127,0
"MCA","EmbryonicMesenchyme","Neuron_Npy high",72,7934,0.536416588666074,0
"MCA","EmbryonicMesenchyme","Neuronal Progenitors",27,4919,0.59451875351852,0
"MCA","EmbryonicMesenchyme","Neutrophil",11,2989,0.723129021209299,0
"MCA","EmbryonicMesenchyme","Progenitor cell_Ptprcap high",10,3687,0.743996858324581,0
"MCA","EmbryonicMesenchyme","Reproductive tissues",17,4485,0.667248229358309,0
"MCA","EmbryonicMesenchyme","Skeletal Muscle",70,7042,0.630264858512731,0
"MCA","EmbryonicMesenchyme","Stromal Cell Cldn11 high",28,4966,0.602495223630901,0
"MCA","EmbryonicMesenchyme","Stromal Cell_Agtr2 high",191,10514,0.533624816912365,0
"MCA","EmbryonicMesenchyme","Stromal Cell_Cnmd high",112,9096,0.574484750063208,0
"MCA","EmbryonicMesenchyme","Stromal cell_Cxcl12 high",561,13390,0.509380936496902,0
"MCA","EmbryonicMesenchyme","Stromal Cell_Cxcl14 high",145,9977,0.544990028856308,0
"MCA","EmbryonicMesenchyme","Stromal Cell_fabp7 high",100,8823,0.548237874399355,0
"MCA","EmbryonicStemCells","ES_2C_like",24,5366,0.68763500506286,0
"MCA","EmbryonicStemCells","ES_Actb_high",8061,19947,0.588444278168924,0
"MCA","EmbryonicStemCells","ES_Nedd4_high",341,12964,0.619123040311462,0
"MCA","EmbryonicStemCells","ES_Rps28_high",1565,15651,0.63905064200476,0
"MCA","FetalBrain","Dopaminergic neurons",256,10421,0.462048350316355,0
"MCA","FetalBrain","Ependymal cell",71,8267,0.507238913600839,0
"MCA","FetalBrain","Erythroblast_Hbb-bh1 high",159,8059,0.531456953975561,0
"MCA","FetalBrain","Erythrocyte_Hbb-bt high",95,6638,0.535896313862053,0
"MCA","FetalBrain","Granule neurons",556,12885,0.513746053861804,0
"MCA","FetalBrain","Hippocampus neurons_Asic4 high",228,10575,0.473637665046273,0
"MCA","FetalBrain","Macrophage",66,8169,0.555972751619649,0
"MCA","FetalBrain","Microglia",79,8474,0.550756166933639,0
"MCA","FetalBrain","Neural progenitor cell",325,11250,0.453572730703419,0
"MCA","FetalBrain","Neuron_Kpna2 high",259,10945,0.465257713110688,0
"MCA","FetalBrain","Neuron_tuba1c high",292,11477,0.529017687474151,0
"MCA","FetalBrain","Postmitotic neurons_Lhx9 high",207,10330,0.534758416258283,0
"MCA","FetalBrain","Purkinje cell",76,7895,0.509308876099137,0
"MCA","FetalBrain","Pyramidal neuron cell",348,11556,0.531257436906418,0
"MCA","FetalBrain","Radial glia_Fabp7 high",332,11727,0.456845444773476,0
"MCA","FetalBrain","Radial glia_Vim high",290,11345,0.531953935851584,0
"MCA","FetalBrain","Schwann cell",633,12825,0.445941264151935,0
"MCA","FetalBrain","Stromal cell",97,9161,0.513325266445578,0
"MCA","FetalIntestine","Acinar cell",74,8574,0.62460714961021,0
"MCA","FetalIntestine","Endothelial cell",28,5451,0.625773594156002,0
"MCA","FetalIntestine","Enteric muscle cell",353,11850,0.553969295331684,0
"MCA","FetalIntestine","Enterocyte progenitor",868,14121,0.534044007537294,0
"MCA","FetalIntestine","Enterocyte progenitor_late_Ccnb1 high",163,10189,0.547363726270201,0
"MCA","FetalIntestine","Enterocyte progenitor_late_Ube2c high",602,12917,0.531971730340166,0
"MCA","FetalIntestine","Enteroendocrine",22,5322,0.616892722930863,0
"MCA","FetalIntestine","Epithelial cell_Bex1 high",190,11356,0.572032320069902,0
"MCA","FetalIntestine","Epithelial cell_Lgals2 high",334,12343,0.574617703936757,0
"MCA","FetalIntestine","Erythroblast_Car2 high",42,6032,0.610729868198211,0
"MCA","FetalIntestine","Erythroblast_Hbb-bs high",215,10894,0.554813319925916,0
"MCA","FetalIntestine","Erythroblast_Hbb-y high",118,9125,0.567958820101069,0
"MCA","FetalIntestine","Macrophage_Lyz2 high",285,11338,0.575586637786202,0
"MCA","FetalIntestine","Macrophage_Pf4 high",231,11041,0.557161655597548,0
"MCA","FetalIntestine","Neuronal cell_Fabp7 high",448,12261,0.560985291938133,0
"MCA","FetalIntestine","Neuronal Cells_Rtn1 high",152,10140,0.553924954123122,0
"MCA","FetalIntestine","Stromal cell_Adamdec1 high",1317,14663,0.531178628856518,0
"MCA","FetalIntestine","Stromal cell_Stmn2 high",360,12256,0.544897818225698,0
"MCA","FetalIntestine","Stromal cell_Upk3b high",194,10903,0.546562015700346,0
"MCA","FetalIntestine","T cell",80,8508,0.597625086835237,0
"MCA","FetalLiver","B cell",22,5044,0.624581213356673,0
"MCA","FetalLiver","Dendritic cell",154,9162,0.5553666506662,0
"MCA","FetalLiver","Erythroblast_Hba-a2 high",83,6359,0.573309039456905,0
"MCA","FetalLiver","Erythroblast_Klf1 high",1763,12938,0.560803657317605,0
"MCA","FetalLiver","Hepatocyte_Afp high",52,7017,0.609467836804071,0
"MCA","FetalLiver","Macrophage",76,7722,0.5645249292494,0
"MCA","FetalLiver","Mast cell_Mcpt8 high",42,6302,0.588405449869898,0
"MCA","FetalLiver","Megakaryocyte",23,5240,0.621444804889317,0
"MCA","FetalLiver","Neutrophil_Elane high",249,9914,0.554409237686018,0
"MCA","FetalLiver","Neutrophil_Ngp high",61,5844,0.560795804648412,0
"MCA","FetalLiver","Stem and progenitor cell",174,9828,0.560849887814495,0
"MCA","FetalLung","Epithelial cell_Aldh1a2_high",90,8619,0.597852354809635,0
"MCA","FetalLung","Epithelial cell_Sftpc high",825,13652,0.582955736659495,0
"MCA","FetalLung","Erythroblast_Hba-x high",239,10431,0.578796635729664,0
"MCA","FetalLung","Erythroblast_Hbb-bs high",293,10798,0.572026891868514,0
"MCA","FetalLung","Erythroblast_Mt2 high",254,9906,0.593410877742116,0
"MCA","FetalLung","Erythroblast_Mt2&Mt1 high",149,8855,0.619321048050977,0
"MCA","FetalLung","Macrophage_Lyz2 high",200,9849,0.605054033663764,0
"MCA","FetalLung","Macrophage_Pf4high",126,9032,0.597159921095406,0
"MCA","FetalLung","Neutrophil_Gm5483 high",96,7574,0.601377889350501,0
"MCA","FetalLung","Neutrophil_S100a8 high",155,9991,0.598031647874486,0
"MCA","FetalLung","Smooth muscle cell",370,11611,0.569254357530756,0
"MCA","FetalLung","Stromal cell_Ankfy1 high",2389,15479,0.568369860010714,0
"MCA","FetalLung","Stromal cell_Ptn high",1267,14439,0.559352291529092,0
"MCA","FetalStomach","Acinar cell_Ctrb1 high",238,10600,0.595540502620428,0
"MCA","FetalStomach","Acinar cell_Spp1 high",335,11540,0.574393830875242,0
"MCA","FetalStomach","Endocrine cell",228,11205,0.514078127539041,0
"MCA","FetalStomach","Endocrine progenitor cell",51,6536,0.583253463209549,0
"MCA","FetalStomach","Epithelial cell",495,12815,0.541578466559158,0
"MCA","FetalStomach","Erythroblast_Car2 high",235,9027,0.575582455237334,0
"MCA","FetalStomach","Erythroblast_Hba-x HIGH",378,10682,0.505090093474181,0
"MCA","FetalStomach","Erythroblast_Hbb-bs high",689,12957,0.503324391613285,0
"MCA","FetalStomach","Erythroblast_Klf1 high",350,10670,0.573887985772493,0
"MCA","FetalStomach","Erythroblast_Snca high",350,10176,0.50749622327675,0
"MCA","FetalStomach","Hepatocyte-Like Cell",13,3208,0.694292231201014,0
"MCA","FetalStomach","Immunocyte_Lyz2 high",183,9719,0.564992929773321,0
"MCA","FetalStomach","Macrophage",250,10708,0.536724660300863,0
"MCA","FetalStomach","Mast cell",203,10044,0.571030507605908,0
"MCA","FetalStomach","Muscle cell",214,10273,0.543460077180165,0
"MCA","FetalStomach","Neuron",93,8277,0.553011215625647,0
"MCA","FetalStomach","Neutrophil",81,7052,0.585268840289003,0
"MCA","FetalStomach","Progenitor cell",289,11427,0.534166346500559,0
"MCA","FetalStomach","Stomach cell_Kazald1 high",284,10976,0.523097464102609,0
"MCA","FetalStomach","Stromal cell_Cdkn1c high",525,12828,0.5226179158719,0
"MCA","FetalStomach","Stromal cell_Dcn high",708,13232,0.517020553189441,0
"MCA","Kidney","Adipocyte",2,1107,0.919622253399148,0
"MCA","Kidney","B cell",21,4221,0.658356716152701,0
"MCA","Kidney","Dendritic cell_Ccr7 high",53,5517,0.645708711795932,0
"MCA","Kidney","Dendritic cell_Cst3 high",36,5265,0.687496178470763,0
"MCA","Kidney","Distal collecting duct principal cell_Cldn4 high",96,7862,0.575102752788708,0
"MCA","Kidney","Distal collecting duct principal cell_Hsd11b2 high",89,8038,0.579777763215088,0
"MCA","Kidney","Distal convoluted tubule_Pvalb high",353,10790,0.579443933653694,0
"MCA","Kidney","Distal convoluted tubule_S100g high",201,9502,0.568883636249043,0
"MCA","Kidney","Endothelial cell",79,8018,0.580025790495217,0
"MCA","Kidney","Epithelial cell_Cryab high",72,7575,0.581568041924317,0
"MCA","Kidney","Fenestrated endothelial cell_Plvap high",117,8711,0.545091276104258,0
"MCA","Kidney","Fenestrated endothelial cell_Tm4sf1 high",75,7188,0.584737125538224,0
"MCA","Kidney","Glomerular epithelial cell_Aldh1a2 high",2,638,0.916890925338719,1.29853972142637e-286
"MCA","Kidney","Intercalated cells of collecting duct_Aqp6 high",270,10361,0.562444269084094,0
"MCA","Kidney","Intercalated cells of collecting duct_Slc26a4 high",265,10361,0.55925345521446,0
"MCA","Kidney","Macrophage_Ccl4 high",193,9625,0.563344332564513,0
"MCA","Kidney","Macrophage_Lyz2 high",62,6297,0.58774247666692,0
"MCA","Kidney","Metanephric mesenchyme",3,2247,0.875326878815127,0
"MCA","Kidney","Neutrophil progenitor_S100a8 high",13,2992,0.676030141681295,0
"MCA","Kidney","Proximal tubule brush border cell",960,11999,0.560972981848059,0
"MCA","Kidney","Proximal tubule cell_Cyp4a14 high",165,8822,0.568884911776337,0
"MCA","Kidney","Proximal tubule cell_Osgin1 high",263,10658,0.556446067192303,0
"MCA","Kidney","S1 proximal tubule cells",275,10312,0.563807751713487,0
"MCA","Kidney","S3 proximal tubule cells",255,9975,0.573202252467685,0
"MCA","Kidney","Stromal cell_Ankrd1 high",23,4449,0.640185183380604,0
"MCA","Kidney","Stromal cell_Cxcl10 high",35,5340,0.631015223511671,0
"MCA","Kidney","Stromal cell_Dcn high",63,7005,0.609267999412551,0
"MCA","Kidney","Stromal cell_Mgp high",32,5153,0.628423487842611,0
"MCA","Kidney","Stromal cell_Ptgds high",79,8090,0.59367854619573,0
"MCA","Kidney","T cell",72,7376,0.592936890833086,0
"MCA","Kidney","Thick ascending limb of the loop of Henle",418,11172,0.56729426131711,0
"MCA","Kidney","Ureteric epithelium",41,6069,0.665053290296422,0
"MCA","Liver","B cell_Fcmr high",97,8963,0.563777173669374,0
"MCA","Liver","B cell_Jchain high",43,7075,0.599444441625229,0
"MCA","Liver","Dendritic cell_Cst3 high",422,11749,0.550619149327635,0
"MCA","Liver","Dendritic cell_Siglech high",90,8902,0.553017428798087,0
"MCA","Liver","Endothelial cell",1196,13338,0.506170906378327,0
"MCA","Liver","Epithelia cell_Spp1 high",99,8803,0.544967290584694,0
"MCA","Liver","Epithelial cell",15,4561,0.676081101514525,0
"MCA","Liver","Erythroblast_Hbb-bs high",555,12225,0.517978220387237,0
"MCA","Liver","Erythroblast_Hbb-bt high",62,6547,0.563468002491565,0
"MCA","Liver","Granulocyte",194,10125,0.527530350714337,0
"MCA","Liver","Hepatocyte_Fabp1 high",149,7706,0.568730699202605,0
"MCA","Liver","Hepatocyte_mt-Nd4 high",16,3228,0.676433053580947,0
"MCA","Liver","Kuppfer cell",1046,13060,0.545570415633673,0
"MCA","Liver","Macrophage_Chil3 high",191,10115,0.543036994377802,0
"MCA","Liver","Neutrophil_Ngp high",14,3441,0.660369741750733,0
"MCA","Liver","Pericentral hepatocytes",119,9721,0.567174655184355,0
"MCA","Liver","Periportal hepatocyte",26,6304,0.65655117329949,0
"MCA","Liver","Stromal cell",18,4891,0.65892803640973,0
"MCA","Liver","T cell_Gzma high",114,9260,0.536984908344313,0
"MCA","Liver","T cell_Trbc2 high",219,10762,0.530788891769485,0
"MCA","Lung","Alveolar bipotent progenitor",32,6701,0.640252682459307,0
"MCA","Lung","Alveolar macrophage_Ear2 high",499,13094,0.53697498429593,0
"MCA","Lung","Alveolar macrophage_Pclaf high",36,7201,0.616601507417906,0
"MCA","Lung","AT1 Cell",163,10832,0.499388259634279,0
"MCA","Lung","AT2 Cell",2020,15606,0.532959389805552,0
"MCA","Lung","B Cell",698,13129,0.560031304256311,0
"MCA","Lung","Basophil",14,2701,0.719353853458922,0
"MCA","Lung","Ciliated cell",108,11387,0.532387025802476,0
"MCA","Lung","Clara Cell",165,11152,0.577871426813151,0
"MCA","Lung","Conventional dendritic cell_Gngt2 high",161,9416,0.571290456066717,0
"MCA","Lung","Conventional dendritic cell_H2-M2 high",21,4464,0.700146011930951,0
"MCA","Lung","Conventional dendritic cell_Mgl2 high",161,9782,0.615213959779602,0
"MCA","Lung","Conventional dendritic cell_Tubb5 high",30,6603,0.659513572702901,0
"MCA","Lung","Dendritic cell_Naaa high",186,10548,0.615547054682247,0
"MCA","Lung","Dividing cells",44,8631,0.600331345038567,0
"MCA","Lung","Dividing dendritic cells",33,6824,0.655364713744449,0
"MCA","Lung","Dividing T cells",53,8064,0.62265653008752,0
"MCA","Lung","Endothelial cell_Kdr high",104,9331,0.519384120919124,0
"MCA","Lung","Endothelial cell_Tmem100 high",143,10768,0.504534398994859,0
"MCA","Lung","Endothelial cells_Vwf high",74,8908,0.565670481968958,0
"MCA","Lung","Eosinophil granulocyte",265,9783,0.555148722850342,0
"MCA","Lung","Ig−producing B cell",30,5734,0.658679184121448,0
"MCA","Lung","Interstitial macrophage",224,11168,0.564443045230532,0
"MCA","Lung","Monocyte progenitor cell",13,5185,0.715982614521881,0
"MCA","Lung","Neutrophil granulocyte",70,6398,0.590459260133623,0
"MCA","Lung","NK Cell",275,11321,0.534821489907863,0
"MCA","Lung","Nuocyte",151,9891,0.571185916293626,0
"MCA","Lung","Plasmacytoid dendritic cell",295,11116,0.570395110351512,0
"MCA","Lung","Stromal cell_Acta2 high",62,7930,0.574866880017529,0
"MCA","Lung","Stromal cell_Dcn high",183,11772,0.570211723384622,0
"MCA","Lung","Stromal cell_Inmt high",167,11546,0.540906593062496,0
"MCA","Lung","T Cell_Cd8b1 high",460,11998,0.622959864333446,0
"MCA","MammaryGlandInvolution","B cell_Cd79a high",177,8486,0.653797999612433,0
"MCA","MammaryGlandInvolution","B cell_Jchain high",195,8567,0.590153480029962,0
"MCA","MammaryGlandInvolution","Dendritic cell_Ccl22 high",94,6741,0.641915821063926,0
"MCA","MammaryGlandInvolution","Dendritic cell_Il1b high",74,5863,0.656952639199535,0
"MCA","MammaryGlandInvolution","Dendritic cell_Siglech high",25,3880,0.690326866167444,0
"MCA","MammaryGlandInvolution","Endothelial cell_Aqp1 high",55,6232,0.64557873854681,0
"MCA","MammaryGlandInvolution","Endothelial cell_Fabp4 high",150,9331,0.580219632973798,0
"MCA","MammaryGlandInvolution","Endothelial cell_Fabp4&Aqp1 high",16,3981,0.710072547217512,0
"MCA","MammaryGlandInvolution","Endothelial cell_Glycam1 high",45,5397,0.636759233343649,0
"MCA","MammaryGlandInvolution","Luminal cell",171,9721,0.596869317052484,0
"MCA","MammaryGlandInvolution","Macrophage_Apoe high",140,8337,0.600742398964998,0
"MCA","MammaryGlandInvolution","Macrophage_Pf4 high",292,10065,0.585386694275526,0
"MCA","MammaryGlandInvolution","Macrophage_Plbd1 high",97,7263,0.642769227345554,0
"MCA","MammaryGlandInvolution","Macrophage_Retnla high",163,8720,0.614513016535122,0
"MCA","MammaryGlandInvolution","Mast cell",11,2621,0.719977501561206,0
"MCA","MammaryGlandInvolution","Muscle cell_Inmt high",71,7128,0.605109048602729,0
"MCA","MammaryGlandInvolution","Muscle cell_Pi16 high",296,10916,0.579272597532307,0
"MCA","MammaryGlandInvolution","NK cell_Cd8b1 high",635,11026,0.669157466120323,0
"MCA","MammaryGlandInvolution","NK cell_Gzma high",55,5796,0.660303710471028,0
"MCA","MammaryGlandInvolution","Secretory alveoli cell_Csn2 high",79,8422,0.612166961202988,0
"MCA","MammaryGlandInvolution","Secretory alveoli cell_Trf high",938,12879,0.604396032260009,0
"MCA","MammaryGlandInvolution","Stromal cell",780,12570,0.561005403065142,0
"MCA","MammaryGlandInvolution","T cell_Icos high",80,6662,0.647499675191487,0
"MCA","MammaryGlandInvolution","T cell_Pclaf high",182,9339,0.599816157711575,0
"MCA","MammaryGlandLactation","Adiocyte cell",244,4931,0.640284899698034,0
"MCA","MammaryGlandLactation","B cell_Igkv6-15 high",207,3951,0.671986147704735,0
"MCA","MammaryGlandLactation","B cell_Igkv6-23 high",90,2490,0.697985472504949,0
"MCA","MammaryGlandLactation","B cell_Jchain high",554,7466,0.589542969747549,0
"MCA","MammaryGlandLactation","Dendritic cell",236,4125,0.663818732411557,0
"MCA","MammaryGlandLactation","Macrophage_C1qb high",212,3771,0.679516107809414,0
"MCA","MammaryGlandLactation","Macrophage_Cd74 high",196,5781,0.615040603829791,0
"MCA","MammaryGlandLactation","Muscel cell",79,2323,0.700074036940014,0
"MCA","MammaryGlandLactation","Muscle  cell",276,4486,0.667268946974588,0
"MCA","MammaryGlandLactation","Muscle cell",46,3050,0.651904602113574,0
"MCA","MammaryGlandLactation","Natural kill cell",204,4403,0.649328585803427,0
"MCA","MammaryGlandLactation","Secretory alveoli cell",43,1229,0.79700237072812,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Actb high",170,3335,0.678232393632436,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Apod high",136,3705,0.650824485573272,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Atf3 high",127,3230,0.670692775873629,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_AW112010 high",81,2576,0.691848107270566,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Bckdha high",159,4150,0.628899412812656,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Ccng1 high",120,4366,0.624422077999644,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Cd63 high",83,2589,0.675693458809134,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Cd83_high",44,1842,0.701413129771801,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Cfd high",309,4655,0.65667622814488,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Cgrrf1 high",234,4964,0.6228629352279,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Cide&Wfdc3&Wap high",300,4094,0.686860746917479,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Cidea high",329,4951,0.6433391169075,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Cidea&Elovl5 high",238,3606,0.689469660458082,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Cidea&Fth1&Wfdc3 high",159,2867,0.730606641958583,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Clpx high",95,1843,0.751208905949127,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Clu high",272,3790,0.678053348759807,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Cnp high",62,2165,0.708548226033389,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Crip1 high",57,1927,0.73093501060107,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Cyb561 high",40,1636,0.731298630331874,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Dnajb1 high",212,4271,0.639279784575267,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Ehf high",92,2952,0.666287410663084,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Fcer1g high",68,2165,0.711999663730036,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Fth1 high",347,4272,0.693214194593698,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Fth1&Cib1 high",325,3892,0.692503834721493,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Fth1&Wfdc3 high",345,4203,0.671440204024333,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Gadd45b high",82,3291,0.647423914955823,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Ggnbp2 high",100,3019,0.666307827612448,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Gm1673 high",171,3964,0.645597389084611,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Gpx3 high",203,4093,0.658432033205169,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Hes1 high",174,4194,0.634661805729247,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Hsp90aa1 high",131,3473,0.660275292144438,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Hspa1a high",219,4228,0.64563036136412,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Ifi27l2a_high",45,1800,0.721864929088595,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Ifi35 high",157,3830,0.647382160740138,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Igfbp7 high",76,2458,0.697065374440513,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Ighm1 high",110,3323,0.663939201853164,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Igkv1-110 high",189,3533,0.687535645052271,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Igkv1-110&P4hb high",175,3417,0.693274157398451,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Igkv1-117 high",151,3166,0.684847897838278,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Iglc1 high",250,4157,0.670128543304647,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Igsf8 high",80,2765,0.67375646052896,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Kif5b high",147,4114,0.639100756853221,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Klf2 high",174,3801,0.665460827187971,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Klf6 high",169,4447,0.633706112661841,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Lgals1 high",61,1932,0.723125810799885,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Ly6a high",91,2530,0.700014584015487,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Lyz2 high",136,3285,0.670785112695631,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Malat1 high",191,4008,0.669112574303445,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Mat2a high",91,2923,0.673272859758409,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Mrpl15 high",67,2349,0.676849012926451,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_mt-Tp high",171,4348,0.637459003889881,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Naxd high",87,2624,0.684643795434244,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Pa2g4 high",134,3748,0.642127520740723,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Ppp2r3a high",27,1304,0.765518470585307,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Prkcsh high",106,2576,0.699428504432804,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Ptpn18 high",149,3739,0.649738737582412,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Rac2 high",74,2578,0.685061583157068,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Retnla high",149,3223,0.684560409201115,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Rgs2_high_Rora high",114,3038,0.677530653847977,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Rhob high",66,2340,0.691522896791445,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_S100a11 high",53,1865,0.719741171621077,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Sars high",86,2826,0.660728083539188,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Sh3bgrl3 high",117,3046,0.67869948768726,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Snord118 high",114,3296,0.653390060535971,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Spp1 high",201,4470,0.631008575705071,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Srsf11 high",109,3562,0.650850653610108,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Taf1d high",57,2187,0.693684769670621,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Thy1 high",58,1969,0.713034792320171,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Tmem123 high",81,2229,0.718744206749533,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Tmsb10 high",168,3350,0.683344265072071,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Tubb5 high",50,2280,0.698452966798653,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Tyrobp high",84,2477,0.692547010003209,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Ube2e3 high",111,3156,0.666701782629174,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Wfdc17 high",215,4476,0.636725227386109,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Wfdc3&Wap high",299,3838,0.68397844736941,0
"MCA","MammaryGlandLactation","Secretory alveoli cell_Yif1b1 high",130,3908,0.639180625541474,0
"MCA","MammaryGlandLactation","Stromal cell",148,5469,0.584063267986018,0
"MCA","MammaryGlandLactation","T cell",149,4474,0.629389100871988,0
"MCA","MammaryGlandPregnancy","B cell_Jchain high",5,4058,0.803360050188586,0
"MCA","MammaryGlandPregnancy","B cell_Ly6d high",607,14266,0.579371269100711,0
"MCA","MammaryGlandPregnancy","Dendritic cell_Cd209a high",61,9326,0.638821937101765,0
"MCA","MammaryGlandPregnancy","Dendritic cell_Fscn1 high",41,8116,0.671643902767996,0
"MCA","MammaryGlandPregnancy","Ductal luminal cell",2109,16744,0.562530708774194,0
"MCA","MammaryGlandPregnancy","Endothelial cell",19,6715,0.66249357812389,0
"MCA","MammaryGlandPregnancy","Luminal cell",16,9356,0.692421172906525,0
"MCA","MammaryGlandPregnancy","Macrophage",91,11606,0.606499366661967,0
"MCA","MammaryGlandPregnancy","Mast cell",6,2650,0.776770623519031,0
"MCA","MammaryGlandPregnancy","Myeloid leukocyte",140,11323,0.60278256810938,0
